english,translate
Carrion Flame Trident of Water,Пламенный трезубец воды Падальщика
Carrion Flame Warhorn,Пламенный боевой рог Падальщика
Carrion Flame Warhorn of Air,Пламенный боевой рог воздуха Падальщика
Carrion Flame Warhorn of Corruption,Пламенный боевой рог порчи Падальщика
Carrion Flame Warhorn of Energy,Пламенный боевой рог энергии Падальщика
Carrion Flame Warhorn of Water,Пламенный боевой рог воды Падальщика
Carrion Genius Boots,Гениальные сапоги Падальщика
Carrion Genius Coat,Гениальная куртка Падальщика
Carrion Genius Epaulets,Гениальные эполеты Падальщика
Carrion Genius Gloves,Гениальные перчатки Падальщика
Carrion Genius Helm,Гениальный шлем Падальщика
Carrion Genius Leggings,Гениальные поножи Падальщика
Carrion Gladiator Boots,Гладиаторские сапоги Падальщика
Carrion Gladiator Chestplate,Гладиаторская нагрудная пластина Падальщика
Carrion Gladiator Gauntlets,Гладиаторские латные перчатки Падальщика
Carrion Gladiator Helm,Гладиаторский шлем Падальщика
Carrion Gladiator Legplates,Гладиаторские поножи Падальщика
Carrion Gladiator Pauldrons,Гладиаторские наплечники Падальщика
Carrion Glyphic Axe,Глифический топор Падальщика
Carrion Glyphic Axe of Agony,Глифический топор агонии Падальщика
Carrion Glyphic Axe of Air,Глифический топор воздуха Падальщика
Carrion Glyphic Axe of Bloodlust,Глифический топор кровожадности Падальщика
Carrion Glyphic Axe of Earth,Глифический топор земли Падальщика
Carrion Glyphic Brand,Глифическое клеймо Падальщика
Carrion Glyphic Brand of Agony,Глифическое клеймо агонии Падальщика
Carrion Glyphic Brand of Bloodlust,Глифическое клеймо кровожадности Падальщика
Carrion Glyphic Brand of Earth,Глифическое клеймо земли Падальщика
Carrion Glyphic Brand of the Geomancer,Глифическое клеймо геоманта Падальщика
Carrion Glyphic Edge,Глифическая грань Падальщика
Carrion Glyphic Edge of Agony,Глифическая грань агонии Падальщика
Carrion Glyphic Edge of Bloodlust,Глифическая грань кровожадности Падальщика
Carrion Glyphic Edge of Earth,Глифическая грань земли Падальщика
Carrion Glyphic Edge of the Geomancer,Глифическая грань геоманта Падальщика
Carrion Glyphic Handblade,Глифический ручной клинок Падальщика
Carrion Glyphic Handblade of Agony,Глифический ручной клинок агонии Падальщика
Carrion Glyphic Handblade of Bloodlust,Глифический ручной клинок кровожадности Падальщика
Carrion Glyphic Handblade of Earth,Глифический ручной клинок земли Падальщика
Carrion Glyphic Handblade of the Geomancer,Глифический ручной клинок геоманта Падальщика
Carrion Glyphic Horn,Глифический рог Падальщика
Carrion Glyphic Horn of Agony,Глифический рог агонии Падальщика
Carrion Glyphic Horn of Bloodlust,Глифический рог кровожадности Падальщика
Carrion Glyphic Horn of Earth,Глифический рог земли Падальщика
Carrion Glyphic Horn of the Geomancer,Глифический рог геоманта Падальщика
Carrion Glyphic Icon,Глифическая икона Падальщика
Carrion Glyphic Icon of Agony,Глифическая икона агонии Падальщика
Carrion Glyphic Icon of Bloodlust,Глифическая икона кровожадности Падальщика
Carrion Glyphic Icon of Earth,Глифическая икона земли Падальщика
Carrion Glyphic Icon of the Geomancer,Глифическая икона геоманта Падальщика
Carrion Glyphic Longblade,Глифический длинный клинок Падальщика
Carrion Glyphic Longblade of Agony,Глифический длинный клинок агонии Падальщика
Carrion Glyphic Longblade of Bloodlust,Глифический длинный клинок кровожадности Падальщика
Carrion Glyphic Longblade of Earth,Глифический длинный клинок земли Падальщика
Carrion Glyphic Longblade of the Geomancer,Глифический длинный клинок геоманта Падальщика
Carrion Glyphic Longbow,Глифический длинный лук Падальщика
Carrion Glyphic Longbow of Agony,Глифический длинный лук агонии Падальщика
Carrion Glyphic Longbow of Bloodlust,Глифический длинный лук кровожадности Падальщика
Carrion Glyphic Longbow of Earth,Глифический длинный лук земли Падальщика
Carrion Glyphic Longbow of the Geomancer,Глифический длинный лук геоманта Падальщика
Carrion Glyphic Mace,Глифическая булава Падальщика
Carrion Glyphic Mace of Agony,Глифическая булава агонии Падальщика
Carrion Glyphic Mace of Bloodlust,Глифическая булава кровожадности Падальщика
Carrion Glyphic Mace of Earth,Глифическая булава земли Падальщика
Carrion Glyphic Mace of the Geomancer,Глифическая булава геоманта Падальщика
Carrion Glyphic Maul,Глифический молот Падальщика
Carrion Glyphic Maul of Agony,Глифический молот агонии Падальщика
Carrion Glyphic Maul of Bloodlust,Глифический молот кровожадности Падальщика
Carrion Glyphic Maul of Earth,Глифический молот земли Падальщика
Carrion Glyphic Maul of the Geomancer,Глифический молот геоманта Падальщика
Carrion Glyphic Pistol,Глифический пистолет Падальщика
Carrion Glyphic Pistol of Agony,Глифический пистолет агонии Падальщика
Carrion Glyphic Pistol of Bloodlust,Глифический пистолет кровожадности Падальщика
Carrion Glyphic Pistol of Earth,Глифический пистолет земли Падальщика
Carrion Glyphic Pistol of the Geomancer,Глифический пистолет геоманта Падальщика
Carrion Glyphic Rifle,Глифическая винтовка Падальщика
Carrion Glyphic Rifle of Agony,Глифическая винтовка агонии Падальщика
Carrion Glyphic Rifle of Bloodlust,Глифическая винтовка кровожадности Падальщика
Carrion Glyphic Rifle of Earth,Глифическая винтовка земли Падальщика
Carrion Glyphic Rifle of the Geomancer,Глифическая винтовка геоманта Падальщика
Carrion Glyphic Scepter,Глифический скипетр Падальщика
Carrion Glyphic Scepter of Agony,Глифический скипетр агонии Падальщика
Carrion Glyphic Scepter of Bloodlust,Глифический скипетр кровожадности Падальщика
Carrion Glyphic Scepter of Earth,Глифический скипетр земли Падальщика
Carrion Glyphic Scepter of the Geomancer,Глифический скипетр геоманта Падальщика
Carrion Glyphic Short Bow,Глифический короткий лук Падальщика
Carrion Glyphic Short Bow of Agony,Глифический короткий лук агонии Падальщика
Carrion Glyphic Short Bow of Bloodlust,Глифический короткий лук кровожадности Падальщика
Carrion Glyphic Short Bow of Earth,Глифический короткий лук земли Падальщика
Carrion Glyphic Short Bow of the Geomancer,Глифический короткий лук геоманта Падальщика
Carrion Glyphic Spear,Глифическое копьё Падальщика
Carrion Glyphic Spear of Agony,Глифическое копьё агонии Падальщика
Carrion Glyphic Spear of Bloodlust,Глифическое копьё кровожадности Падальщика
Carrion Glyphic Spear of Earth,Глифическое копьё земли Падальщика
Carrion Glyphic Spear of the Geomancer,Глифическое копьё геоманта Падальщика
Carrion Glyphic Speargun,Глифическое гарпунное ружьё Падальщика
Carrion Glyphic Speargun of Agony,Глифическое гарпунное ружьё агонии Падальщика
Carrion Glyphic Speargun of Bloodlust,Глифическое гарпунное ружьё кровожадности Падальщика
Carrion Glyphic Speargun of Earth,Глифическое гарпунное ружьё земли Падальщика
Carrion Glyphic Speargun of the Geomancer,Глифическое гарпунное ружьё геоманта Падальщика
Carrion Glyphic Staff,Глифический посох Падальщика
Carrion Glyphic Staff of Agony,Глифический посох агонии Падальщика
Carrion Glyphic Staff of Bloodlust,Глифический посох кровожадности Падальщика
Carrion Glyphic Staff of Earth,Глифический посох земли Падальщика
Carrion Glyphic Staff of the Geomancer,Глифический посох геоманта Падальщика
Carrion Glyphic Trispear,Глифическое трезубое копьё Падальщика
Carrion Glyphic Trispear of Agony,Глифическое трезубое копьё агонии Падальщика
Carrion Glyphic Trispear of Bloodlust,Глифическое трезубое копьё кровожадности Падальщика
Carrion Glyphic Trispear of Earth,Глифическое трезубое копьё земли Падальщика
Carrion Glyphic Trispear of the Geomancer,Глифическое трезубое копьё геоманта Падальщика
Carrion Glyphic Ward,Глифический оберег Падальщика
Carrion Glyphic Ward of Agony,Глифический оберег агонии Падальщика
Carrion Glyphic Ward of Bloodlust,Глифический оберег кровожадности Падальщика
Carrion Glyphic Ward of Earth,Глифический оберег земли Падальщика
Carrion Glyphic Ward of the Geomancer,Глифический оберег геоманта Падальщика
Carrion Great Steamblade,Великий паровой клинок Падальщика
Carrion Great Steamblade of Agony,Великий паровой клинок агонии Падальщика
Carrion Great Steamblade of Bloodlust,Великий паровой клинок кровожадности Падальщика
Carrion Great Steamblade of Earth,Великий паровой клинок земли Падальщика
Carrion Great Steamblade of the Geomancer,Великий паровой клинок геоманта Падальщика
Carrion Green Wood Focus of Rage,Фокус ярости Падальщика из зелёной древесины
Carrion Green Wood Scepter of Torment,Скипетр боли Падальщика из зелёной древесины
Carrion Green Wood Staff of Torment,Посох боли Падальщика из зелёной древесины
Carrion Green Wood Trident of Torment,Трезубец боли Падальщика из зелёной древесины
Carrion Hard Harpoon Gun,Твердодревесная гарпунная пушка Падальщика
Carrion Hard Inscription,Гравировка из твёрдой древесины Падальщика
Carrion Hard Trident,Твердодревесный трезубец Падальщика
Carrion Hard Wood Focus,Фокус Падальщика из твёрдой древесины
Carrion Hard Wood Harpoon Gun,Гарпунная пушка Падальщика из твёрдой древесины
Carrion Hard Wood Longbow,Длинный лук Падальщика из твёрдой древесины
Carrion Hard Wood Scepter,Скипетр Падальщика из твёрдой древесины
Carrion Hard Wood Short Bow,Короткий лук Падальщика из твёрдой древесины
Carrion Hard Wood Staff,Посох Падальщика из твёрдой древесины
Carrion Hard Wood Torch,Факел Падальщика из твёрдой древесины
Carrion Hard Wood Trident,Трезубец Падальщика из твёрдой древесины
Carrion Hard Wood Warhorn,Боевой рог Падальщика из твёрдой древесины
Carrion Heavy Plate Chestguard,Тяжёлый пластинчатый нагрудник Падальщика
Carrion Heavy Plate Gauntlets,Тяжёлые пластинчатые латные перчатки Падальщика
Carrion Heavy Plate Greaves,Тяжёлые пластинчатые наголенники Падальщика
Carrion Heavy Plate Helm,Тяжёлый пластинчатый шлем Падальщика
Carrion Heavy Plate Legguards,Тяжёлые пластинчатые поножи Падальщика
Carrion Heavy Plate Pauldrons,Тяжёлые пластинчатые наплечники Падальщика
Carrion Intricate Gossamer Insignia,Искусная инсигния из паутинки Падальщика
Carrion Intricate Linen Insignia,Искусная инсигния изо льна Падальщика
Carrion Intricate Silk Insignia,Искусная инсигния из шёлка Падальщика
Carrion Iron Polearm,Железное древковое оружие Падальщика
Carrion Jewel,Самоцвет Падальщика
Carrion Krait Battleaxe,Секира крайтов Падальщика
Carrion Krait Brazier,Жаровня крайтов Падальщика
Carrion Krait Crook,Пастуший посох крайтов Падальщика
Carrion Krait Handgun,Пистолет крайтов Падальщика
Carrion Krait Harpoon Gun,Гарпунная пушка крайтов Падальщика
Carrion Krait Machete,Мачете крайтов Падальщика
Carrion Krait Morning Star,Моргенштерн крайтов Падальщика
Carrion Krait Pilum,Пилум крайтов Падальщика
Carrion Krait Recurve Bow,Изогнутый лук крайтов Падальщика
Carrion Krait Ripper,Потрошитель крайтов Падальщика
Carrion Krait Shell,Раковина крайтов Падальщика
Carrion Krait Shooter,Стрелок крайтов Падальщика
Carrion Krait Short Bow,Короткий лук крайтов Падальщика
Carrion Krait Slayer,Убийца крайтов Падальщика
Carrion Krait Star,Звезда крайтов Падальщика
Carrion Krait Trident,Трезубец крайтов Падальщика
Carrion Krait Wand,Жезл крайтов Падальщика
Carrion Krait Warhammer,Боевой молот крайтов Падальщика
Carrion Krait Whelk,Трубач крайтов Падальщика
Carrion Legionnaire Axe of Accuracy,Легионерский топор меткости Падальщика
Carrion Legionnaire Axe of Blood,Легионерский топор крови Падальщика
Carrion Legionnaire Axe of Rage,Легионерский топор ярости Падальщика
Carrion Legionnaire Axe of Vision,Легионерский топор прозрения Падальщика
Carrion Legionnaire Bayonet of Accuracy,Легионерский штык меткости Падальщика
Carrion Legionnaire Bayonet of Blood,Легионерский штык крови Падальщика
Carrion Legionnaire Bayonet of Rage,Легионерский штык ярости Падальщика
Carrion Legionnaire Bayonet of Vision,Легионерский штык прозрения Падальщика
Carrion Legionnaire Dagger of Accuracy,Легионерский кинжал меткости Падальщика
Carrion Legionnaire Dagger of Blood,Легионерский кинжал крови Падальщика
Carrion Legionnaire Dagger of Rage,Легионерский кинжал ярости Падальщика
Carrion Legionnaire Dagger of Vision,Легионерский кинжал прозрения Падальщика
Carrion Legionnaire Greatsword of Accuracy,Легионерский двуручный меч меткости Падальщика
Carrion Legionnaire Greatsword of Blood,Легионерский двуручный меч крови Падальщика
Carrion Legionnaire Greatsword of Rage,Легионерский двуручный меч ярости Падальщика
Carrion Legionnaire Greatsword of Vision,Легионерский двуручный меч прозрения Падальщика
Carrion Legionnaire Horn of Accuracy,Легионерский рог меткости Падальщика
Carrion Legionnaire Horn of Blood,Легионерский рог крови Падальщика
Carrion Legionnaire Horn of Rage,Легионерский рог ярости Падальщика
Carrion Legionnaire Horn of Vision,Легионерский рог прозрения Падальщика
Carrion Legionnaire Longbow of Accuracy,Легионерский длинный лук меткости Падальщика
Carrion Legionnaire Longbow of Blood,Легионерский длинный лук крови Падальщика
Carrion Legionnaire Longbow of Rage,Легионерский длинный лук ярости Падальщика
Carrion Legionnaire Longbow of Vision,Легионерский длинный лук прозрения Падальщика
Carrion Legionnaire Maul of Accuracy,Легионерский молот меткости Падальщика
Carrion Legionnaire Maul of Blood,Легионерский молот крови Падальщика
Carrion Legionnaire Maul of Rage,Легионерский молот ярости Падальщика
Carrion Legionnaire Maul of Vision,Легионерский молот прозрения Падальщика
Carrion Legionnaire Shield of Accuracy,Легионерский щит меткости Падальщика
Carrion Legionnaire Shield of Blood,Легионерский щит крови Падальщика
Carrion Legionnaire Shield of Rage,Легионерский щит ярости Падальщика
Carrion Legionnaire Shield of Vision,Легионерский щит прозрения Падальщика
Carrion Legionnaire Short Bow of Accuracy,Легионерский короткий лук меткости Падальщика
Carrion Legionnaire Short Bow of Blood,Легионерский короткий лук крови Падальщика
Carrion Legionnaire Short Bow of Rage,Легионерский короткий лук ярости Падальщика
Carrion Legionnaire Short Bow of Vision,Легионерский короткий лук прозрения Падальщика
Carrion Legionnaire Spear of Accuracy,Легионерское копьё меткости Падальщика
Carrion Legionnaire Spear of Blood,Легионерское копьё крови Падальщика
Carrion Legionnaire Spear of Rage,Легионерское копьё ярости Падальщика
Carrion Legionnaire Spear of Vision,Легионерское копьё прозрения Падальщика
Carrion Legionnaire Speargun of Accuracy,Легионерское гарпунное ружьё меткости Падальщика
Carrion Legionnaire Speargun of Blood,Легионерское гарпунное ружьё крови Падальщика
Carrion Legionnaire Speargun of Rage,Легионерское гарпунное ружьё ярости Падальщика
Carrion Legionnaire Speargun of Vision,Легионерское гарпунное ружьё прозрения Падальщика
Carrion Legionnaire Sword of Accuracy,Легионерский меч меткости Падальщика
Carrion Legionnaire Sword of Blood,Легионерский меч крови Падальщика
Carrion Legionnaire Sword of Rage,Легионерский меч ярости Падальщика
Carrion Legionnaire Sword of Vision,Легионерский меч прозрения Падальщика
Carrion Legionnaire Symbol of Accuracy,Легионерский символ меткости Падальщика
Carrion Legionnaire Symbol of Blood,Легионерский символ крови Падальщика
Carrion Legionnaire Symbol of Rage,Легионерский символ ярости Падальщика
Carrion Legionnaire Symbol of Vision,Легионерский символ прозрения Падальщика
Carrion Legionnaire Virge of Accuracy,Легионерская вирга меткости Падальщика
Carrion Legionnaire Virge of Blood,Легионерская вирга крови Падальщика
Carrion Legionnaire Virge of Rage,Легионерская вирга ярости Падальщика
Carrion Legionnaire Virge of Vision,Легионерская вирга прозрения Падальщика
Carrion Linen Insignia,Льняная инсигния Падальщика
Carrion Marauder Mask of Divinity,Маска Мародёра божественности Падальщика
Carrion Marauder Mask of Rage,Маска Мародёра ярости Падальщика
Carrion Marauder Mask of the Flock,Маска Мародёра стаи Падальщика
Carrion Marauder Mask of the Grove,Маска Мародёра Рощи Падальщика
Carrion Masquerade Boots,Маскарадные сапоги Падальщика
Carrion Masquerade Gloves,Маскарадные перчатки Падальщика
Carrion Masquerade Leggings,Маскарадные поножи Падальщика
Carrion Masquerade Mantle,Маскарадная накидка Падальщика
Carrion Masquerade Mask,Маскарадная маска Падальщика
Carrion Masquerade Raiments,Маскарадные облачения Падальщика
Carrion Mist Walker Boots,Сапоги путника Туманов Падальщика
Carrion Mist Walker Cap,Шапка странника Тумана Падальщика
Carrion Mist Walker Coat,Куртка путника Туманов Падальщика
Carrion Mist Walker Gloves,Перчатки путника Туманов Падальщика
Carrion Mist Walker Leggings,Поножи путника Туманов Падальщика
Carrion Mist Walker Shoulders,Наплечники путника Туманов Падальщика
Carrion Mithril Axe,Мифриловый топор Падальщика
Carrion Mithril Dagger,Мифриловый кинжал Падальщика
Carrion Mithril Greatsword,Мифриловый двуручный меч Падальщика
Carrion Mithril Hammer,Мифриловый молот Падальщика
Carrion Mithril Imbued Inscription,Пропитанная мифриловая гравировка Падальщика
Carrion Mithril Mace,Мифриловая булава Падальщика
Carrion Mithril Pistol,Мифриловый пистолет Падальщика
Carrion Mithril Plated Inscription,Пластинчатая мифриловая гравировка Падальщика
Carrion Mithril Rifle,Мифриловая винтовка Падальщика
Carrion Mithril Shield,Мифриловый щит Падальщика
Carrion Mithril Spear,Мифриловое копьё Падальщика
Carrion Mithril Sword,Мифриловый меч Падальщика
Carrion Noble Boots,Благородные сапоги Падальщика
Carrion Noble Coat,Благородная куртка Падальщика
Carrion Noble Gloves,Благородные перчатки Падальщика
Carrion Noble Mask,Благородная маска Падальщика
Carrion Noble Pants,Благородные штаны Падальщика
Carrion Noble Shoulders,Благородные наплечники Падальщика
Carrion Ogre Blaster,Огрский бластер Падальщика
Carrion Ogre Blaze,Огрское пламя Падальщика
Carrion Ogre Bludgeoner,Огрская дубина Падальщика
Carrion Ogre Breaker,Огрский крушитель Падальщика
Carrion Ogre Bulwark,Огрский оплот Падальщика
Carrion Ogre Cleaver,Огрский тесак Падальщика
Carrion Ogre Dirk,Огрский кортик Падальщика
Carrion Ogre Effigy,Огрский идол Падальщика
Carrion Ogre Flintlock,Огрский кремнёвый пистолет Падальщика
Carrion Ogre Harbinger,Огрский предвестник Падальщика
Carrion Ogre Harpoon Gun,Огрская гарпунная пушка Падальщика
Carrion Ogre Hornbow,Огрский роговой лук Падальщика
Carrion Ogre Javelin,Огрский дротик Падальщика
Carrion Ogre Longsword,Огрский длинный меч Падальщика
Carrion Ogre Scimitar,Огрский ятаган Падальщика
Carrion Ogre Short Bow,Огрский короткий лук Падальщика
Carrion Ogre Trident,Огрский трезубец Падальщика
Carrion Ogre Truncheon,Огрская дубинка Падальщика
Carrion Ogre Warstaff,Огрский боевой посох Падальщика
Carrion Orichalcum Imbued Inscription,Пропитанная орихалковая гравировка Падальщика
Carrion Pearl Bludgeoner,Жемчужная дубина Падальщика
Carrion Pearl Blunderbuss,Жемчужный мушкетон Падальщика
Carrion Pearl Brazier,Жемчужная жаровня Падальщика
Carrion Pearl Broadsword,Жемчужный палаш Падальщика
Carrion Pearl Carver,Жемчужный резак Падальщика
Carrion Pearl Conch,Жемчужная раковина Падальщика
Carrion Pearl Crusher,Жемчужный крушитель Падальщика
Carrion Pearl Handcannon,Жемчужная ручная пушка Падальщика
Carrion Pearl Impaler,Жемчужный пронзатель Падальщика
Carrion Pearl Needler,Жемчужный игольник Падальщика
Carrion Pearl Quarterstaff,Жемчужный шест Падальщика
Carrion Pearl Reaver,Жемчужный жнец Падальщика
Carrion Pearl Rod,Жемчужный жезл Падальщика
Carrion Pearl Sabre,Жемчужная сабля Падальщика
Carrion Pearl Shell,Жемчужная ракушка Падальщика
Carrion Pearl Siren,Жемчужная сирена Падальщика
Carrion Pearl Speargun,Жемчужное гарпунное ружьё Падальщика
Carrion Pearl Stinger,Жемчужное жало Падальщика
Carrion Pearl Trident,Жемчужный трезубец Падальщика
Carrion Privateer Boots,Каперские сапоги Падальщика
Carrion Privateer Boots of Divinity,Каперские сапоги божественности Падальщика
Carrion Privateer Boots of Dwayna,Каперские сапоги Двайны Падальщика
Carrion Privateer Boots of Lyssa,Каперские сапоги Лиссы Падальщика
Carrion Privateer Boots of Rage,Каперские сапоги ярости Падальщика
Carrion Privateer Boots of the Centaur,Каперские сапоги кентавра Падальщика
Carrion Privateer Boots of the Citadel,Каперские сапоги Цитадели Падальщика
Carrion Privateer Boots of the Dolyak,Каперские сапоги дольяка Падальщика
Carrion Privateer Coat,Каперская куртка Падальщика
Carrion Privateer Coat of Dwayna,Каперская куртка Двайны Падальщика
Carrion Privateer Coat of the Afflicted,Каперская куртка страждущих Падальщика
Carrion Privateer Coat of the Eagle,Каперская куртка орла Падальщика
Carrion Privateer Coat of the Pack,Каперская куртка стаи Падальщика
Carrion Privateer Gloves,Каперские перчатки Падальщика
Carrion Privateer Gloves of Infiltration,Каперские перчатки проникновения Падальщика
Carrion Privateer Gloves of Melandru,Каперские перчатки Меландру Падальщика
Carrion Privateer Gloves of Rata Sum,Каперские перчатки Рата-Сум Падальщика
Carrion Privateer Gloves of the Flame Legion,Каперские перчатки Flame Legion Падальщика
Carrion Privateer Gloves of the Flock,Каперские перчатки стаи Падальщика
Carrion Privateer Hat,Каперская шляпа Падальщика
Carrion Privateer Hat of Divinity,Каперская шляпа божественности Падальщика
Carrion Privateer Hat of Dwayna,Каперская шляпа Двайны Падальщика
Carrion Privateer Hat of Melandru,Каперская шляпа Меландру Падальщика
Carrion Privateer Hat of Strength,Каперская шляпа силы Падальщика
Carrion Privateer Hat of the Citadel,Каперская шляпа Цитадели Падальщика
Carrion Privateer Pants,Каперские штаны Падальщика
Carrion Privateer Pants of Grenth,Каперские штаны Гренса Падальщика
Carrion Privateer Pants of Mercy,Каперские штаны милосердия Падальщика
Carrion Privateer Pants of the Dolyak,Каперские штаны дольяка Падальщика
Carrion Privateer Pants of the Pack,Каперские штаны стаи Падальщика
Carrion Privateer Pants of the Traveler,Каперские штаны путешественника Падальщика
Carrion Privateer Shoulders,Каперские наплечники Падальщика
Carrion Privateer Shoulders of Balthazar,Каперские наплечники Бальтазара Падальщика
Carrion Privateer Shoulders of Grenth,Каперские наплечники Гренса Падальщика
Carrion Privateer Shoulders of Vampirism,Каперские наплечники вампиризма Падальщика
Carrion Privateer Shoulders of the Citadel,Каперские наплечники Цитадели Падальщика
Carrion Privateer Shoulders of the Pack,Каперские наплечники стаи Падальщика
Carrion Prototype Boots,Прототипные сапоги Падальщика
Carrion Prototype Coat,Прототипная куртка Падальщика
Carrion Prototype Epaulets,Прототипные эполеты Падальщика
Carrion Prototype Gloves,Прототипные перчатки Падальщика
Carrion Prototype Helm,Прототипный шлем Падальщика
Carrion Prototype Leggings,Прототипные поножи Падальщика
Carrion Prowler Boots,Хищные сапоги Падальщика
Carrion Prowler Coat,Хищная куртка Падальщика
Carrion Prowler Gloves,Хищные перчатки Падальщика
Carrion Prowler Helm,Хищный шлем Падальщика
Carrion Prowler Pants,Хищные штаны Падальщика
Carrion Prowler Shoulders,Хищные наплечники Падальщика
Carrion Rascal Boots,Сапоги плута Падальщика
Carrion Rascal Coat,Куртка плута Падальщика
Carrion Rascal Gloves,Перчатки плута Падальщика
Carrion Rascal Mask,Маска плута Падальщика
Carrion Rascal Pants,Штаны плута Падальщика
Carrion Rascal Shoulders,Наплечники плута Падальщика
Carrion Reinforced Scale Boots,Укреплённые чешуйчатые сапоги Падальщика
Carrion Reinforced Scale Boots of Dwayna,Укреплённые чешуйчатые сапоги Двайны Падальщика
Carrion Reinforced Scale Boots of Lyssa,Укреплённые чешуйчатые сапоги Лиссы Падальщика
Carrion Reinforced Scale Boots of Rage,Укреплённые чешуйчатые сапоги ярости Падальщика
Carrion Reinforced Scale Boots of Strength,Укреплённые чешуйчатые сапоги силы Падальщика
Carrion Reinforced Scale Boots of the Eagle,Укреплённые чешуйчатые сапоги орла Падальщика
Carrion Reinforced Scale Coat,Укреплённая чешуйчатая куртка Падальщика
Carrion Reinforced Scale Coat of Balthazar,Укреплённая чешуйчатая куртка Бальтазара Падальщика
Carrion Reinforced Scale Coat of Infiltration,Укреплённая чешуйчатая куртка проникновения Падальщика
Carrion Reinforced Scale Coat of Rata Sum,Укреплённая чешуйчатая куртка Рата-Сум Падальщика
Carrion Reinforced Scale Coat of Scavenging,Укреплённая чешуйчатая куртка собирательства Падальщика
Carrion Reinforced Scale Coat of the Afflicted,Укреплённая чешуйчатая куртка страждущих Падальщика
Carrion Reinforced Scale Gauntlets,Укреплённые чешуйчатые латные перчатки Падальщика
Carrion Reinforced Scale Gauntlets of Balthazar,Укреплённые чешуйчатые латные перчатки Бальтазара Падальщика
Carrion Reinforced Scale Gauntlets of Grenth,Укреплённые чешуйчатые латные перчатки Гренса Падальщика
Carrion Reinforced Scale Gauntlets of Lyssa,Укреплённые чешуйчатые латные перчатки Лиссы Падальщика
Carrion Reinforced Scale Gauntlets of Scavenging,Укреплённые чешуйчатые латные перчатки собирательства Падальщика
Carrion Reinforced Scale Gauntlets of the Eagle,Укреплённые чешуйчатые латные перчатки орла Падальщика
Carrion Reinforced Scale Helm,Укреплённый чешуйчатый шлем Падальщика
Carrion Reinforced Scale Helm of Dwayna,Укреплённый чешуйчатый шлем Двайны Падальщика
Carrion Reinforced Scale Helm of the Eagle,Укреплённый чешуйчатый шлем орла Падальщика
Carrion Reinforced Scale Helm of the Flock,Укреплённый чешуйчатый шлем стаи Падальщика
Carrion Reinforced Scale Helm of the Lich,Укреплённый чешуйчатый шлем лича Падальщика
Carrion Reinforced Scale Legs,Укреплённые чешуйчатые поножи Падальщика
Carrion Reinforced Scale Legs of Divinity,Укреплённые чешуйчатые поножи божественности Падальщика
Carrion Reinforced Scale Legs of Lyssa,Укреплённые чешуйчатые поножи Лиссы Падальщика
