english,translate
WvW Spring Tournament 2014: 8th Place,Весенний турнир WvW 2014: 8-е место
WvW Spring Tournament 2014: 9th Place,Весенний турнир WvW 2014: 9-е место
WvW Tournament Contestant,Участник турнира WvW
Wyvern Whacker,Убийца виверн
X-T3R-M1N-8,X-T3R-M1N-8
Yakslapper,Убийца яков
Yasmi's Approval,Одобрение Yasmi
"Yay, Wintersday Presents II","Ура, подарки на День зимы II"
"Yay, Wintersday Presents III","Ура, Зимний день: Подарки III"
"Yay, Wintersday Presents IV","Ура, Зимний день: Подарки IV"
"Yay, Wintersday Presents!","Ура, Зимний день: Подарки!"
Year of the Ascension Part I,Год Вознесения: Часть I
Year of the Ascension Part II,Год Вознесения: Часть II
Year of the Ascension Part III,Год Вознесения: Часть III
Year of the Ascension Part IV,Год Вознесения: Часть IV
You Buy,Покупай
You Can Certainly Try,Ты определенно можешь попробовать
You Left This,Ты оставил это
You've Got the Moves,У тебя есть движения
Your Midnight King Says...,Ваш Полуночный Король говорит...
Zeba Deserves Better,Zeba заслуживает лучшего
Zephyr's Ascent,Восхождение Зефира
Zephyr's Leap,Прыжок Зефира
Zephyrite Lost and Found,Бюро находок Зефиритов
Zhaitan's Bane,Проклятие Zhaitan
Zhaitasty,Жаитасти
Zodiac Weapon Collection,Коллекция оружия Зодиака
Zone Defense,Защита зоны
[FTT 100] Intro to Field Tech Turret Dynamics,[FTT 100] Введение в динамику турелей полевого техника
[FTT 101-107] Core Turret Dynamics,[FTT 101-107] Основная динамика турелей
[FTT 201] Intermediate Dynamics—Direct Damage Level 2,"[FTT 201] Промежуточная динамика — Прямой урон, уровень 2"
[FTT 201–407] Practicum in Advanced Dynamics,[FTT 201–407] Практикум по продвинутой динамике
[FTT 202] Intermediate Dynamics—Area Damage Level 2,"[FTT 202] Промежуточная динамика — Урон по области, уровень 2"
[FTT 203] Intermediate Dynamics—Healing Aura Level 2,"[FTT 203] Промежуточная динамика — Исцеляющая аура, уровень 2"
[FTT 204] Intermediate Dynamics—Shield Bubble Level 2,"[FTT 204] Промежуточная динамика — Щитовой купол, уровень 2"
[FTT 205] Intermediate Dynamics—Boon Wave Level 2,"[FTT 205] Промежуточная динамика — Волна благословений, уровень 2"
[FTT 206] Intermediate Dynamics—Speed Wall Level 2,"[FTT 206] Промежуточная динамика — Стена скорости, уровень 2"
[FTT 301] Proficient Dynamics—Direct Damage Level 3,"[FTT 301] Профессиональная динамика — Прямой урон, уровень 3"
[FTT 302] Proficient Dynamics—Area Damage Level 3,"[FTT 302] Профессиональная динамика — Урон по области, уровень 3"
[FTT 303] Proficient Dynamics—Healing Aura Level 3,"[FTT 303] Профессиональная динамика — Исцеляющая аура, уровень 3"
[FTT 304] Proficient Dynamics—Shield Bubble Level 3,"[FTT 304] Профессиональная динамика — Щитовой купол, уровень 3"
[FTT 305] Proficient Dynamics—Boon Wave Level 3,"[FTT 305] Профессиональная динамика — Волна благословений, уровень 3"
[FTT 306] Proficient Dynamics—Speed Wall Level 3,"[FTT 306] Профессиональная динамика — Стена скорости, уровень 3"
[FTT 401] Advanced Dynamics—Direct Damage Level 4,"[FTT 401] Продвинутая динамика — Прямой урон, уровень 4"
[FTT 402] Advanced Dynamics—Area Damage Level 4,"[FTT 402] Продвинутая динамика — Урон по области, уровень 4"
[FTT 403] Advanced Dynamics—Healing Aura Level 4,"[FTT 403] Продвинутая динамика — Исцеляющая аура, уровень 4"
[FTT 404] Advanced Dynamics—Shield Bubble Level 4,"[FTT 404] Продвинутая динамика — Щитовой купол, уровень 4"
[FTT 405] Advanced Dynamics—Boon Wave 4,[FTT 405] Продвинутая динамика — Волна благословений 4
[FTT 406] Advanced Dynamics—Speed Wall Level 4,"[FTT 406] Продвинутая динамика — Стена скорости, уровень 4"
