english,translate
"Overload. Create a surge of accumulated water magic, healing and cleansing allies. When the cast ends, heal the area and apply regeneration.Using this skill causes the attunement to have a longer recharge.","Перегрузка. Создайте всплеск накопленной магии воды, исцеляя и очищая союзников. По завершении произнесения исцелите область и наложите регенерацию.Использование этого навыка увеличивает время перезарядки настройки."
"Overload. Ride your stored earth magic around, granting protection to other allies you move over and crippling enemies, then deliver a final immobilizing blast of power to the area, leaving behind a dust cyclone that delivers the same effects as the overload.Using this skill causes the attunement to have a longer recharge.","Перегрузка. Оседлайте накопленную магию земли, даруя защиту союзникам, мимо которых вы проходите, и накладывая увечье на врагов, а затем нанесите финальный обездвиживающий удар по области, оставляя пылевой циклон, который дает те же эффекты, что и перегрузка.Использование этого навыка увеличивает время перезарядки настройки."
"Overload. Unleash your flames, granting might to allies and burning enemies. Finishing the cast creates a tornado that continues to grant might and burn foes.Using this skill causes the attunement to have a longer recharge.","Перегрузка. Высвободите пламя, даруя могущество союзникам и поджигая врагов. Завершение произнесения создает торнадо, который продолжает даровать могущество и поджигать врагов.Использование этого навыка увеличивает время перезарядки настройки."
"Overload. Use your air magic to summon a nimbus that repeatedly strikes nearby enemies. When this ability is complete, imbue your allies with electricity and create a lingering static region that strikes enemies at the same interval.Using this skill causes the attunement to have a longer recharge.","Перегрузка. Используйте магию воздуха, чтобы призвать нимб, который неоднократно поражает ближайших врагов. Когда эта способность завершается, наделите союзников электричеством и создайте остаточную статическую область, которая поражает врагов с тем же интервалом.Использование этого навыка увеличивает время перезарядки настройки."
Pack Alpha,Вожак стаи
Pact of Pain,Договор боли
Pages,Страницы
Pain Response,Реакция на боль
Panaku's Ambition,Амбиции Панаку
Panic Strike,Панический удар
Parasitic Contagion,Паразитарная инфекция
Path of Corruption,Путь порчи
Payback,Расплата
Peak Performance,Пиковая производительность
Percent Recharged on Interrupt,Процент перезарядки при прерывании
Percentage per Ally,Процент за союзника
Perfect Inscriptions,Идеальные надписи
Perilous Skies,Опасные небеса
Periodically gain Soldier's Focus. Hitting with a burst skill expends Soldier's Focus to grant might to nearby allies.,"Периодически получайте Фокус солдата. Попадание навыком серии расходует Фокус солдата, чтобы даровать могущество ближайшим союзникам."
Periodically gain barrier for each unique boon you have.,"Периодически получайте барьер за каждое уникальное благо, которое у вас есть."
Permeating Pestilence,Проникающая зараза
Permeating Wrath,Проникающий гнев
Persistence of Memory,Стойкость памяти
Persistent Blessing,Постоянное благословение
Persisting Flames,Стойкое пламя
Personal Duration,Персональная длительность
Pet Damage Increase,Увеличение урона питомца
Pet Skill Recharge,Перезарядка навыков питомца
Pet's Prowess,Мастерство питомца
Phalanx Strength,Сила фаланги
Phantasm damage increased per stack.,Урон фантазмов увеличен за каждый стак.
Phantasmal Force,Фантазматическая сила
Phantasmal Fury,Фантазматическая ярость
Phantasmal Haste,Фантазматическая скорость
Phantasms that successfully complete their attack launch a blade at their target and grant you fury when they expire.,"Фантазмы, успешно завершившие атаку, выпускают клинок в цель и дают вам ярость при исчезновении."
Phantom Pain,Фантомная боль
Phoenix Protocol,Протокол «Феникс»
Photon Forge reduces incoming damage but has increased passive heat generation.,"Фотонная кузница снижает входящий урон, но увеличивает пассивную генерацию тепла."
Photon Forge replaces your tool belt skill 5. Gain access to <c=@abilitytype>Exceed</c> skills.,Фотонная кузница заменяет навык 5 вашего пояса инструментов. Дает доступ к навыкам типа <c=@abilitytype>Превышение</c>.
"Photon Forge skill 1 now fires explosive projectiles, but generates extra heat.","Навык 1 Фотонной кузницы теперь выпускает взрывные снаряды, но генерирует дополнительное тепло."
Photon Projector,Фотонный проектор
Photonic Blasting Module,Модуль фотонного взрыва
Physical Supremacy,Физическое превосходство
Physical. Cause a rupture that deals massive damage when this skill ends. This ability cannot critically hit.,"Физический. Вызывает разлом, наносящий огромный урон по окончании действия навыка. Эта способность не может нанести критический удар."
Piercing Shards,Пронзающие осколки
Pinnacle of Strength,Вершина силы
Pistol Proficiency,Владение пистолетом
Pistol skills gain reduced recharge. Gain expertise based on your vitality.,Навыки пистолета получают сокращенную перезарядку. Получайте экспертность в зависимости от вашей живучести.
Plague Sending,Передача чумы
Planar Protection,Планарная защита
Poison Damage Increase,Увеличение урона ядом
Poison Master,Мастер ядов
Poison damage is increased. Applying poison grants <c=@abilitytype>carapace</c>.,Урон от яда увеличен. Наложение яда дает <c=@abilitytype>панцирь</c>.
Poison you inflict has increased damage and duration. Other Deadly Arts traits apply additional stacks of poison.,Наносимый вами яд имеет увеличенный урон и длительность. Другие черты ветки «Смертоносные искусства» накладывают дополнительные стаки яда.
Possessive Hoarder,Собственнический накопитель
Potent Poison,Сильный яд
Power,Сила
Power Block,Силовой блок
Power Converted to Bleeding Damage,"Сила, преобразованная в урон от кровотечения"
Power Converted to Burning Damage,"Сила, преобразованная в урон от горения"
Power Overwhelming,Подавляющая мощь
Power While Wielding Greatsword,Сила при использовании двуручного меча
Power Wrench,Силовой ключ
Power for Power,Сила за силу
Power of the Virtuous,Сила добродетельного
Power while Revealed,Сила при обнаружении
Powerful Aura,Мощная аура
Practiced Tolerance,Практическая терпимость
Precise Strike,Точный удар
Precision,Точность
Precision Increase,Увеличение точности
Precision Inherited by Mech,"Точность, унаследованная мехом"
Predator's Cunning,Хитрость хищника
Predator's Onslaught,Натиск хищника
Premeditation,Предусмотрительность
Preparedness,Готовность
Pressure Striking,Удар под давлением
Primal Burst. Fire a burning shot into the ground that creates a trail of flaming destruction.,"Первобытный взрыв. Выстрелите горящим снарядом в землю, создавая след из огненного разрушения."
"Primal Burst. Fire a fast, flaming shot that explodes on the first foe it hits, interrupting foes in the area.","Первобытный взрыв. Выстрелите быстрым огненным снарядом, который взрывается при попадании в первого врага, прерывая противников в области."
"Primal Burst. Fire a fast, forceful shot that immobilizes and burns foes.","Первобытный взрыв. Выстрелите быстрым мощным снарядом, который обездвиживает и поджигает врагов."
"Primal Burst. Gather your strength into a powerful attack. If it hits, gain might and recharge this skill.","Первобытный взрыв. Соберите силы для мощной атаки. Если она попадает, вы получаете могущество и перезаряжаете этот навык."
"Primal Burst. Jump to the targeted location and slam your hammer down, creating a deadly chain of earthen shock waves that immobilize and daze foes.","Первобытный взрыв. Прыгните в указанную область и ударьте молотом о землю, создавая смертоносную цепь земных ударных волн, которые обездвиживают и ошеломляют врагов."
Primal Burst. Lash out with a flurry of strikes that block missiles and shoot fireballs at foes in front of you.,"Первобытный взрыв. Нанесите серию ударов, которые блокируют снаряды и выпускают огненные шары во врагов перед вами."
"Primal Burst. Slam your staff on the ground, sending a shock wave forward that damages and immobilizes enemies while inspiring nearby allies, healing and granting regeneration to them.","Первобытный взрыв. Ударьте посохом о землю, посылая вперед ударную волну, которая наносит урон и обездвиживает врагов, одновременно вдохновляя союзников поблизости, исцеляя их и накладывая регенерацию."
"Primal Burst. Slice nearby enemies, removing boons and gaining adrenaline per boon removed. Deal more damage if your target has no boons.","Первобытный взрыв. Разрежьте ближайших врагов, снимая с них благословения и получая адреналин за каждое снятое благословение. Наносите больше урона, если у цели нет благословений."
Primal Burst. Spin to create a violent shock wave that damages nearby foes.,"Первобытный взрыв. Вращайтесь, создавая мощную ударную волну, которая наносит урон ближайшим врагам."
"Primal Burst. Strike all foes around you, burning and pulling them in.","Первобытный взрыв. Ударьте всех врагов вокруг себя, поджигая их и притягивая к себе."
Primal Burst. Throw several piercing spears that inflict vulnerability in quick succession.,"Первобытный взрыв. Метните несколько пронзающих копий, которые быстро накладывают уязвимость."
Primal Burst. Unleash a powerful skull strike that dazes your target and inflicts multiple conditions.,"Первобытный взрыв. Нанесите мощный удар черепом, который ошеломляет цель и накладывает несколько состояний."
Primal Rage,Первобытная ярость
Primal Reflexes,Первобытные рефлексы
Prismatic Converter,Призматический преобразователь
Prismatic Understanding,Призматическое понимание
Prodigious Pincher,Чудовищный захватчик
Prolific Plunderer,Плодовитый мародер
Protection Improved,Улучшенная защита
Protection Injection,Инъекция защиты
Protective Reviver,Защитное воскрешение
Protective Ward,Защитный оберег
Protector's Restoration,Восстановление защитника
Psychic Blades,Психические клинки
Psychic Riposte,Психический рипост
Pumping Up,Накачка
Pure of Heart,Чистое сердце
Pure of Sight,Чистый взор
Pure of Voice,Чистый голос
Purging Light,Очищающий свет
Purity of Body,Чистота тела
Purity of Word,Чистота слова
Putrid Defense,Гнилая защита
Pyromancer's Puissance,Сила пироманта
Pyromancer's Training,Обучение пироманта
"Quarry's Peril and Supersonic Arrow reset the cooldown of Bluster. When you use Bluster or Hawkeye, grant boons to nearby allies.","«Опасность карьера» и «Сверхзвуковая стрела» сбрасывают время восстановления «Ветрености». Используя «Ветреность» или «Ястребиный глаз», вы даёте благословения ближайшим союзникам."
Quarry's Peril is replaced by Pelt.,«Опасность карьера» заменяется на «Шкуру».
Quick Draw,Быстрое выхватывание
Quick Pockets,Быстрые карманы
Quickfire,Быстрый огонь
Quiet Intensity,Тихая интенсивность
Raconteur,Рассказчик
Radiant Armaments,Сияющее вооружение
Radiant Fire,Сияющий огонь
Radiant Power,Сияющая мощь
"Rage. Gain adrenaline, an attack-speed boost, and access to primal burst skills.","Ярость. Дает адреналин, бонус к скорости атаки и доступ к первичным навыкам взрыва (primal burst skills)."
Raging Storm,Яростный шторм
Rally the Valiant,Сплочение доблестных
Ranger weapon skills deal increased strike damage. Damage is further increased for foes above the range threshold.,"Навыки оружия рейнджера наносят увеличенный прямой урон. Урон дополнительно увеличивается по врагам, находящимся за порогом дальности."
Rapid Flow,Быстрый поток
Rapid Regeneration,Быстрая регенерация
Reactive Lenses,Реактивные линзы
Reaper's Might,Мощь жнеца
Reaper's Onslaught,Натиск жнеца
Reaver's Curse,Проклятие грабителя
Recharge Increase,Увеличение перезарядки
Recharge Penalty Reduction,Снижение штрафа к перезарядке
Recharge Speed,Скорость перезарядки
Recharge air attunement on a critical hit. Gain a ferocity boost when attuning to air.,Перезаряжает настройку на воздух при критическом ударе. Дает бонус к свирепости при настройке на воздух.
"Recharge steal and inflict a pulmonary impact when you interrupt an enemy.
<c=@reminder>This trait can only affect enemies with defiance bars once per interval.</c>","Крадет перезарядку и наносит удар в легкие при прерывании врага.
<c=@reminder>Эта черта может воздействовать на врагов с полоской defiance только раз в определенный интервал.</c>"
Reckless Dodge,Безрассудный уворот
Reconstruction Enclosure,Загон для реконструкции
Redemptor's Sermon,Проповедь искупителя
Reduce all incoming damage taken when you have a shade active.,"Снижает весь входящий урон, пока активна тень."
Reduce incoming strike damage from nearby enemies.,Снижает входящий прямой урон от ближайших врагов.
Reduce strike damage dealt to you from foes beyond the range threshold.,"Снижает прямой урон, получаемый вами от врагов за пределами пороговой дистанции."
Reduce the duration of movement-impeding conditions and gain regeneration when you are affected by one of these conditions.,"Сокращает длительность состояний, ограничивающих передвижение, и дает регенерацию, когда вы находитесь под действием одного из этих состояний."
Reduce the recharge of Skritt Swipe whenever you use an artifact.,Уменьшает время восстановления «Крысиного рывка» при использовании артефакта.
Reduce the recharge of invoking legends in combat. Invoking legends while Cosmic Wisdom is active extends its duration.,Уменьшает время восстановления призыва легенд в бою. Призыв легенд во время действия «Космической мудрости» увеличивает её длительность.
Reduce the recharge of your <c=@abilitytype>virtue</c> skills when you equip a radiant weapon.,Сокращает перезарядку ваших навыков <c=@abilitytype>добродетели</c> при экипировке сияющего оружия.
Reduce the recharge of your elite skill when you dodge.,Сокращает перезарядку вашего элитного навыка при увороте.
Reduces duration of movement-impairing conditions. Additional reduction while in reaper's shroud.,"Сокращает длительность состояний, ограничивающих передвижение. Дополнительное сокращение в саване жнеца."
Reduces the cooldown of Celestial Avatar when exiting.,Уменьшает время восстановления Небесного Аватара при выходе.
Reflection,Отражение
Reflective Shield Duration,Длительность отражающего щита
Reflective Shield Radius,Радиус отражающего щита
Reflects Projectiles,Отражает снаряды
Reflects projectiles.,Отражает снаряды.
Reflect missiles whenever you are blocking. Gain adrenaline when you block an attack or reflect a missile.,Отражает снаряды при блокировании. Дает адреналин при блокировании атаки или отражении снаряда.
Refrain effects of chants are stronger. Gain additional motivation when you activate a chant.,Эффекты рефренов песнопений сильнее. Получайте дополнительную мотивацию при активации песнопения.
Refrains grant bonus effects to you while they are active.,"Рефрены дают вам дополнительные эффекты, пока они активны."
Refresh the duration of your Luminary's Blessing and trigger its healing when you exit Radiant Forge.,Обновляйте длительность вашего Благословения светоча и вызывайте его исцеление при выходе из Сияющей кузницы.
Regain health by spending adrenaline.,Восстанавливает здоровье при трате адреналина.
Regain opening strike whenever you gain fury. Opening strike deals more damage.,"Восстанавливайте открывающий удар, когда получаете ярость. Открывающий удар наносит больше урона."
Regenerate health while affected by swiftness or superspeed.,Восстанавливает здоровье под действием стремительности или суперскорости.
"Regenerate health while in shroud. If your life force is above the threshold, your shroud will activate if you would take a lethal blow.","Восстанавливает здоровье, находясь в саване. Если ваша жизненная сила выше порогового значения, саван активируется, если вы должны получить смертельный удар."
Regeneration heals for more. Gain regeneration when struck while below the health threshold.,"Регенерация исцеляет сильнее. Дает регенерацию при получении удара, если здоровье ниже порогового значения."
Reinforced Potency,Усиленная мощь
Rejuvenation,Омоложение
Release a burst of torment energy when you switch legends.,Высвобождает всплеск энергии мучений при смене легенд.
Relentless Pursuit,Неумолимое преследование
Remorseless,Безжалостность
Removal upon Application,Снятие при наложении
Removal upon Transmute,Снятие при трансмутации
Remove a nondamaging condition and gain swiftness whenever you evade an attack.,Снимает одно не наносящее урон состояние и дает стремительность при каждом уклонении от атаки.
Remove conditions and heal when blocking attacks.,Снимает состояния и исцеляет при блокировании атак.
Remove conditions from nearby allies when attuning to water.,Снимает состояния с ближайших союзников при настройке на воду.
Remove conditions from nearby allies when you grant yourself light aura. Gain light aura when you use a healing skill.,"Снимает состояния с ближайших союзников, когда вы накладываете на себя ауру света. Получайте ауру света при использовании навыка исцеления."
"Remove conditions from nearby allies when you summon a creature.
<c=@reminder>Spirits and minions are creatures.</c>","Снимает состояния с ближайших союзников при призыве существа.
<c=@reminder>Духи и миньоны являются существами.</c>"
Remove conditions from yourself when you successfully combo a field with a leap finisher. Remove conditions from nearby allies when you successfully combo a field with a blast finisher.,Снимает состояния с себя при успешном комбо-ударе прыжком в поле. Снимает состояния с ближайших союзников при успешном комбо-ударе взрывом в поле.
Remove conditions when you enter or exit stealth. <c=@reminder>This effect also applies to stealth you grant to allies.</c>,"Снимает состояния при входе в скрытность или выходе из нее. <c=@reminder>Этот эффект также распространяется на скрытность, которую вы даете союзникам.</c>"
Remove conditions when you or your pet unleash.,"Снимает состояния, когда вы или ваш питомец используете навык высвобождения."
Remove conditions when you swap pets.,Снимает состояния при смене питомца.
Remove conditions when you swap weapons.,Снимает состояния при смене оружия.
Removes boons.,Снимает благословения.
Removes conditions from allies on use.,Снимает состояния с союзников при использовании.
Removes conditions.,Снимает состояния.
Removing a boon from a foe causes all nearby foes to lose additional boons.,Снятие благословения с врага заставляет всех ближайших врагов потерять дополнительные благословения.
Removing boons from a foe deals damage and gives you adrenaline.,Снятие благословений с врага наносит урон и дает вам адреналин.
Rending Shade,Раздирающая тень
Rending Shatter,Раздирающий раскол
Rending Vines converts boons into conditions instead of removing them. <c=@abilitytype>Unleashed Ambush</c> skills remove boons from enemies. <c=@reminder>Cannot affect enemies more than once per skill.</c>,Раздирающие лозы превращают благословения в состояния вместо их снятия. Навыки <c=@abilitytype>Высвобожденная засада</c> снимают благословения с врагов. <c=@reminder>Не может воздействовать на врагов чаще одного раза за навык.</c>
Renewed Justice,Обновленное правосудие
Renewing Gaze,Обновляющий взгляд
Renewing Oasis,Обновляющий оазис
Renewing Splendor,Обновляющее великолепие
Renewing Stamina,Обновление выносливости
Repeat Ransacker,Повторный грабитель
Required Clones,Требуемые клоны
Required Notes,Требуемые ноты
Resilient Counter,Устойчивый контратакующий
Resilient Roll,Стойкий перекат
Resilient Spirit,Стойкий дух
Resolute Blessing,Решительное благословение
Resolute Counter,Решительный контратакующий удар
Resolute Evasion,Решительное уклонение
Resolute Subconscious,Решительное подсознание
Resolution increases your chances to critically strike and grants might each interval.,Решимость увеличивает ваш шанс критического удара и дает могущество каждый интервал.
Resolve Duration Increase,Увеличение длительности Решимости
Resounding Timbre,Громкий тембр
Resplendent Weaponry,Великолепное вооружение
Restorative Illusions,Восстанавливающие иллюзии
Restorative Mantras,Восстанавливающие мантры
Restorative Strength,Восстанавливающая сила
Restorative Virtues,Восстанавливающие добродетели
Restore arrows when you or your pet disable an enemy.,"Восстанавливает стрелы, когда вы или ваш питомец накладываете эффект контроля на врага."
"Retain <c=@abilitytype>Courage</c> passive while it is on cooldown. Grant boons to nearby allies when you disable, immobilize, or slow an enemy.
<c=@reminder>Disables include stun, daze, knockback, pull, knockdown, sink, float, launch, taunt, and fear.</c>","Сохраняет пассивный эффект <c=@abilitytype>Мужества</c>, пока он на перезарядке. Дарует благословения ближайшим союзникам, когда вы накладываете эффекты контроля, обездвиживания или замедления на врага.
<c=@reminder>Эффекты контроля включают оглушение, ошеломление, отбрасывание, притягивание, сбивание с ног, погружение, подъем, подбрасывание, провокацию и страх.</c>"
Retain <c=@abilitytype>Justice</c> passive while it is on cooldown. Granting quickness to an ally also grants Ashes of the Just.,"Сохраняет пассивный эффект <c=@abilitytype>Справедливости</c>, пока он на перезарядке. Дарование стремительности союзнику также дает Пепел Справедливых."
Retain <c=@abilitytype>Resolve</c> passive while it is on cooldown. You generate pages more quickly.,"Сохраняет пассивный эффект <c=@abilitytype>Решимости</c>, пока он на перезарядке. Вы создаете страницы быстрее."
Revealed Training,Тренировка обнаружения
Reverberation,Реверберация
Riddle of Sand,Загадка песков
Rifle Proficiency,Владение винтовкой
Right-Hand Strength,Сила правой руки
Righteous Instincts,Праведные инстинкты
Righteous Rebel,Праведный мятежник
Righteous Sprint,Праведный рывок
Rising Momentum,Нарастающий импульс
Rising Tide,Прилив
"Rite of the Great Dwarf affects condition damage as well. When struck below the health threshold, cast the Rite of the Great Dwarf. Gain power based on your toughness.","Обряд Великого Гнома также влияет на урон от состояний. При получении удара, снижающего здоровье ниже порога, накладывается Обряд Великого Гнома. Получайте силу, основанную на вашей стойкости."
Ritual of Life,Ритуал жизни
River's Flow,Речное течение
Roaring Reveille,Рев пробуждения
Rockets Until Orbital Strike,Ракеты до орбитального удара
Roiling Mists,Бурлящий туман
Rot Wallow Venom,Яд гнилостного валлоу
Rugged Growth,Стойкий рост
"Run faster while wielding melee weapons, and deal increased strike damage while you have swiftness. Movement skills break immobilization when used.",Бег быстрее с дробящим оружием и нанесение повышенного урона при наличии скорости. Навыки передвижения снимают замедление при использовании.
Sadistic Searing,Садистское выжигание
Sand Sage,Песчаный мудрец
Sand Savant,Песчаный ученый
Sanguine Array,Кровавый массив
Savage Instinct,Дикий инстинкт
Scepter Proficiency,Владение скипетром
Scoundrel's Luck,Удача негодяя
Searing Pact,Пылающий пакт
Second Opinion,Второе мнение
Second Skin,Вторая кожа
Seething Malice,Кипящая злоба
Seize the Moment,Уловить момент
"Select an element to specialize in, greatly reducing its recharge time and gaining a familiar of that element. The familiar's basic skill charges as you use weapon skills, charging more rapidly when you use a weapon skill of its element. Using the familiar's basic skill three times will enable its empowered skill. 
Gain access to <c=@abilitytype>meditation</c> skills.","Выберите стихию для специализации, значительно сокращая время ее перезарядки и призывая фамильяра этой стихии. Базовый навык фамильяра заряжается по мере использования вами оружейных навыков, причем быстрее всего — при использовании навыка той же стихии. Использование базового навыка фамильяра трижды откроет доступ к его усиленному навыку.
Получите доступ к навыкам типа <c=@abilitytype>meditation</c>."
Self-Deception,Самообман
Selfless Daring,Бескорыстная отвага
Septic Corruption,Септическое заражение
Serene Rejuvenation,Безмятежное омоложение
Serpent's Touch,Прикосновение змея
Serrated Steel,Зубчатая сталь
Serrated Stones,Зубчатые камни
Set in Stone,Застывший в камне
"Shade. Enter the final shroud, pulsing barrier to allies around yourself and priming the shroud for a powerful detonation that damages enemies and bolsters allies.Targets can only be affected by the detonation once per activation.","Тень. Войдите в финальную форму shroud, пульсируя барьером для союзников вокруг себя и подготавливая shroud к мощной детонации, которая наносит урон врагам и усиливает союзников.Цели могут попасть под действие детонации только один раз за активацию."
Shadestep,Теневой шаг
Shadow Savior,Теневой спаситель
Shadow Shroud per Initiative Spent,Теневая пелена за потраченную инициативу
Shadow Shroud skills provide additional supportive effects to nearby allies and your tethered ally.,Навыки Теневого покрова дают дополнительные поддерживающие эффекты ближайшим союзникам и вашему привязанному союзнику.
Shadow Siphoning,Теневое высасывание
Shadow's Embrace,Теневое объятие
Shadow's Rejuvenation,Теневое омоложение
Shallow Grave,Мелкая могила
Shaped Charge,Кумулятивный заряд
Shared Empowerment,Общее усиление
Shared Wisdom,Общая мудрость
Sharpened Edges,Заточенные лезвия
Sharpening Sorrow,Острая печаль
Sharper Images,Более четкие образы
Sharpshooter,Меткий стрелок
Shatter Storm,Шторм осколков
Shatter skill 1 becomes an ammo skill.,Навык 1 «Разрушение» становится навыком с боеприпасами.
Shatter skill 2 inflicts blindness.,Навык раскола 2 накладывает слепоту.
Shatter skill 2 inflicts more stacks of confusion for an increased duration.,Навык раскола 2 накладывает больше уровней замешательства на увеличенную длительность.
Shatter skill 4 grants boons and breaks allies out of stuns.,Навык раскола 4 дарует благословения и выводит союзников из оглушения.
"Shatter. Destroy all your clones, confusing nearby foes and recharging this skill for each clone shattered.","Shatter. Уничтожает всех ваших клонов, накладывая замешательство на ближайших врагов и перезаряжая этот навык за каждого уничтоженного клона."
"Shatter. Destroy all your clones, damaging nearby foes. Strikes again after a delay.Shatter traits only affect the first strike of this skill.","Shatter. Уничтожает всех ваших клонов, нанося урон ближайшим врагам. Повторно поражает цель с задержкой.Черты Shatter влияют только на первый удар этого навыка."
"Shatter. Destroy all your clones, dazing and slowing their targets.","Shatter. Уничтожает всех ваших клонов, ошеломляя и замедляя их цели."
