english,translate
"""So, I overheard him talking about how he might be a surviving member of House zu Heltzer...""","«Итак, я подслушал, как он говорил о том, что он может быть выжившим членом Дома цу Хельцер…»"
"""So, I see Gixx stumbled out of his library, and the Preceptor crawled out of her hole!""","«Итак, я вижу, как Гикс вылез из своей библиотеки, а Наставница выползла из своей норы!»"
"""So, I turn on the lures. Then what?""","«Итак, я включаю приманки. Что потом?»"
"""So, Urth, what's the challenge today? Nudging Wolf Hall over by ten paces? Juggling bears?""","«Итак, Урс, какая сегодня задача? Подтолкнуть Волчий Зал на десять шагов? Жонглировать медведями?»"
"""So, about the Eye of Janthir...""","«Итак, насчет Ока Джантира…»"
"""So, ah...did you ask her?""","— Итак, ах… ты спросил её?"
"""So, are you hurting me yet?""","— Итак, ты уже делаешь мне больно?"
"""So, barkeep, which legion makes the best patrons?""","«Итак, бармен, из какого легиона самые лучшие посетители?»"
"""So, blown anything up lately? An experiment? Your lab? A city block?""","— Итак, что-нибудь взорвали в последнее время? Эксперимент? Твою лабораторию? Городской квартал?"
"""So, do you, uh...know Gwen?""","— Итак, ты, э-э… знаешь Гвен?"
"""So, how have the charr been treating you?""","— Итак, как чарры относились к тебе?"
"""So, it ends.""","«Итак, все кончено»."
"""So, it was a waste of time.""",«Так что это была пустая трата времени».
"""So, tell me. How do you feel? Nauseous? Any pain in your head or feet? Can you taste colors?""","«Итак, скажи мне. Как ты себя чувствуешь? Тошнит? Болит ли голова или ноги? Ты чувствуешь вкус цвета?»"
"""So, the energy comes in waves. The breachers can sense it, but it fades quickly, so you'll need to be fast.""","«Итак, энергия приходит волнами. Нарушители могут её почувствовать, но она быстро угасает, поэтому вам придётся действовать быстро»."
"""So, the firstborn continues her futile quest. Ha ha ha ha.""","«Итак, первенец продолжает свои тщетные поиски. Ха-ха-ха-ха»."
"""So, the plan was to make the Queen look bad and to sour citizens on the treaty negotiations.""","«Итак, план состоял в том, чтобы выставить королеву в плохом свете и разозлить граждан на переговорах по договору»."
"""So, the slayer's back in Hoelbrak. Did you come to help with our dredge and Flame Legion problem? Your timing couldn't be better.""","«Итак, убийца вернулся в Хоэлбрак. Вы пришли помочь с нашей проблемой с драгами и Легионом Пламени? Вы выбрали самый удачный момент»."
"""So, the thrumming of the energy probes does indeed appear to cause wurm attacks.""","«Итак, вибрация энергетических зондов действительно вызывает атаки червей»."
"""So, they've returned. Protect the bastion.""","«Итак, они вернулись. Защитите бастион»."
"""So, this is Pact justice?""","«Итак, это правосудие Пакта?»"
"""So, this is what they meant by """"Be prepared for anything.""""""","«Итак, вот что они имели в виду под «Будьте готовы ко всему»»»."
"""So, this was a waste of time.""","«Итак, это была пустая трата времени»."
"""So, this was the city of Arah, huh?""","«Итак, это был город Арах, да?»"
"""So, we set and trigger the explosives one at time. Move silent, hit the targets, and meet back at camp.""","«Итак, мы устанавливаем и запускаем взрывчатку по одной. Двигайтесь бесшумно, поражайте цели и встречаемся в лагере»."
"""So, what brings you here?""","— Итак, что привело тебя сюда?"
"""So, what happened to bring you here?""","— Итак, что же привело тебя сюда?"
"""So, what now?""",— И что теперь?
"""So, what's it going to be? Go straight into Moledavia to get our chugger back, or waylay it and the dredge who took it on the road? Direct assault or an ambush?""","- Так что же это будет? Идти прямо в Моледавию, чтобы вернуть нашего чаггера, или подстерегать его и драгу, который его увез на дороге? Прямой штурм или засада?"
"""So, what's the plan?""","— Итак, каков план?"
"""So, what's your next move, captain?""","— Итак, какой ваш следующий шаг, капитан?"
"""So, who are you? What's your name?""",«Так кто ты? Как тебя зовут?»
"""So, why did you reject that norn's request?""",«Так почему же ты отклонил просьбу этого норна?»
"""So, why does it need guarding?""",«Так почему же его нужно охранять?»
"""So, you are the mother? Or the father?""",«Так ты мать? Или отец?»
"""So, you lose anyone in the attack?""","— Итак, вы потеряли кого-нибудь в результате нападения?"
"""So, you need me to go in and establish the battle lines.""","«Итак, вам нужно, чтобы я пошёл и установил боевые порядки»."
"""So, you want me to kick mushrooms?""","«Так ты хочешь, чтобы я по грибы погнал?»"
"""So...you're staying, then? You want to be with me?""",— Итак... ты остаешься? Ты хочешь быть со мной?
"""Sohothin, a sword of fire.""","«Сохотин, огненный меч»."
"""Solaria, Circle of the Sun (Infused)""","«Солярия, Круг Солнца (Настоянный)»"
"""Solaria, Circle of the Sun""","«Солярия, Круг Солнца»"
"""Soldier up, stranger.""","— Солдат, незнакомец."
"""Soldiers from within the Mists. Maybe from other worlds, or shadows of our Tyria. Whatever the truth may be, they're as tough as flesh and blood—and canny foes.""","«Солдаты из Туманов. Может быть, из других миров или из теней нашей Тирии. Какова бы ни была правда, они крепкие, как плоть и кровь, и хитрые враги»."
"""Soldiers, I need a head count. Make sure everyone's accounted for.""","«Солдаты, мне нужно пересчитать людей. Убедитесь, что все учтены»."
"""Soldiers, farmers, scholars—all swearing allegiance to the cause...all waiting for the moment to strike.""","«Солдаты, фермеры, ученые — все клянутся в верности делу… все ждут момента, чтобы нанести удар»."
"""Soldiers, to me!""","«Солдаты, ко мне!»"
"""Soldiers, we march on the Flame Legion base camp. We march to victory for the Iron Legion!""","«Солдаты, мы идем к базовому лагерю Легиона Пламени. Мы идем к победе Железного Легиона!»"
"""Somber vales, no Void-full end...""","«Мрачные долины, никакого конца Пустоты...»"
"""Some """"slayer"""" you are. Who chooses sentry duty over taking the fight to the enemy?""",«Какой-то ты «убийца». Кто предпочитает караульную службу бою с врагом?»
"""Some Must Fight, That All May Be Free""","«Некоторые должны сражаться, чтобы все могли быть свободными»"
"""Some armor was damaged when you were defeated.<brx>When all pieces are damaged, you will begin to lose effectiveness.<brx>Repair merchants can fix damaged and broken armor.""","«Некоторые доспехи были повреждены, когда вы потерпели поражение.<brx>Когда все части будут повреждены, вы начнете терять эффективность.<brx>Торговцы, занимающиеся ремонтом, могут починить поврежденные и сломанные доспехи»."
"""Some centaurs are nice, but this one is not.""","«Некоторые кентавры хороши, но этот нет»."
"""Some day, I'm going to lead an entire Legion!""",«Когда-нибудь я возглавлю целый Легион!»
"""Some days had passed since Scarlet's demise, and while the battle was won, we all heard the echoing roar that shook the foundations of Tyria. Ominous signs aside, Kasmeer invited me to a little gathering at the Dead End Bar. The whole gang was there, even Taimi. She was up in arms about Scarlet, the drill, the ley lines; all of it. When I finally spoke with Kasmeer, she touched on the topic on all our minds—we were dealing with a new Elder Dragon. The sobering moment was interrupted by the arrival of a Seraph soldier: Belinda Delaqua, Marjory's sister. The two of them caught up a little after introductions, but Belinda didn't stay long; she was headed west to a new assignment near the Maguuma Wastes.""","«Прошло несколько дней после гибели Скарлет, и хотя битва была выиграна, мы все услышали эхо, сотрясающее основы Тирии. Если оставить в стороне зловещие знаки, Касмир пригласила меня на небольшую встречу в баре «Тупик». Там была вся банда, даже Тайми. Она была в восторге от Скарлет, тренировки, лей-линий и всего этого. Когда я наконец поговорил с Касмир, она затронула тему, которая волновала всех нас — мы имели дело с новым Старшим Драконом. Отрезвляющий момент был прерван прибытием солдата-серафима: Белинды Делакуа, сестры Марджори. Они немного пообщались после знакомства, но Белинда не задержалась надолго, направляясь на запад, к новому заданию возле Пустошей Магуума."
"""Some days, it feels like no matter who we're trying to save, we get there too late. I prefer rescue missions to avenging the dead.""","«Иногда кажется, что кого бы мы ни пытались спасти, мы добираемся до цели слишком поздно. Я предпочитаю спасательные миссии мести за мёртвых»."
"""Some defectors are ready, but we can escort up to ten. Want to gather more before heading north?""","«Некоторые перебежчики готовы, но мы можем сопроводить до десяти человек. Хотите собрать больше, прежде чем отправиться на север?»"
"""Some items, like Essence of Luck, give a magic find bonus. This attribute increases the chance for every character on your account to find high-quality loot on defeated foes""","«Некоторые предметы, такие как «Эссенция удачи», дают бонус к магическому поиску. Этот атрибут увеличивает шанс каждого персонажа в вашей учётной записи найти высококачественную добычу на побежденных врагах»"
"""Some kind of rare and unusual breed... No, it's just a stone that looks like a fish.""","«Какая-то редкая и необычная порода… Нет, это просто камень, похожий на рыбу»."
"""Some legends are so great, they must be experienced twice.""","«Некоторые легенды настолько велики, что их нужно пережить дважды»."
"""Some legion soldiers are deemed too incompetent to serve much purpose. Officers assign these soldiers to salvage duty after a battle. Mockingly called 'scrappers,' they make up the lowest caste of honorable society.""","«Некоторые солдаты легиона считаются слишком некомпетентными, чтобы служить какой-либо цели. Офицеры назначают этих солдат на спасательную службу после битвы. Их насмешливо называют «скребками», они составляют низшую касту благородного общества."
"""Some locals claim he was a Sunspear, posing as a casino owner to escape Joko's Mordant Crescent.""","«Некоторые местные жители утверждают, что он был Солнечным Копьём, выдававшим себя за владельца казино, чтобы сбежать из Мордантного Полумесяца Джоко»."
"""Some money was sent along with this mail. Select """"Take All"""" to move the money to your inventory.""","«Вместе с этим письмом было отправлено немного денег. Выберите «Взять все», чтобы переместить деньги в свой инвентарь»."
"""Some norn you are, sitting back while others do your fighting.""","«Вы какой-то норн, сидите сложа руки, пока другие сражаются»."
"""Some of my explosives should still be left up there. He has thicker skin than the others, but the explosives should be plenty strong enough to hurt him.""","«Некоторые из моих взрывчатых веществ все ещё должны оставаться там. У него более толстая кожа, чем у других, но взрывчатка должна быть достаточно прочной, чтобы причинить ему вред»."
"""Some of the flagship's command crew survived, but we were all separated in the chaos. Could you find them?""","«Некоторые члены командного экипажа флагмана выжили, но мы все были разделены в хаосе. Сможете ли вы их найти?»"
"""Some of the lesser races have asked for assistance. I'll show you the dossiers, and you can choose where you'd like to investigate.""","«Некоторые представители низших рас обратились за помощью. Я покажу вам досье, и вы сможете выбрать, где вы хотите провести расследование»."
"""Some of the scars in the stone look to have been made by a blade rather than eroded by time, as though someone in the throes of anger struck it with a sword.""","«Некоторые шрамы на камне кажутся оставленными лезвием, а не разрушенными временем, как будто кто-то в приступе гнева ударил его мечом»."
"""Some of you on the cannons; the rest, get up that hill!""","«Некоторые из вас на пушках, остальные поднимайтесь на этот холм!»"
"""Some other time, kit.""","— Как-нибудь в другой раз, Кит."
"""Some other time, perhaps.""","— Возможно, как-нибудь в другой раз."
"""Some other time, perhaps? One day, when you're even more famous than you are now, I want to say I learned something from you.""","«Может быть, когда-нибудь в другой раз? Однажды, когда ты станешь ещё более знаменитым, чем сейчас, я хочу сказать, что я чему-то у тебя научился»."
"""Some people think these lands are no longer worth fighting for, but these are my lands. This is my place. And before the treaty between the Lionguard and centaur, it was safe here.""","«Некоторые люди думают, что за эти земли больше не стоит сражаться, но это мои земли. Это мое место. И до договора между Львиной Стражей и кентавром здесь было безопасно»."
"""Some sort of manual activation device, most likely. A crank or a lever, maybe? It's hard to tell, but that's my best guess.""","«Скорее всего, какое-то устройство ручной активации. Может быть, рукоятка или рычаг? Трудно сказать, но это мое лучшее предположение»."
"""Some sprouts headed out to the caves earlier, and they haven't returned. Would you check on them for me?""",«Некоторые ростки ранее ушли в пещеры и не вернулись. Не могли бы вы проверить их для меня?»
"""Some unexpected interference, nothing a bit of linear frequency modulation couldn't overcome.""","«Некоторые неожиданные помехи, ничего, что линейная частотная модуляция не смогла бы преодолеть»."
"""Some victories are bittersweet, but they're victories nonetheless.""","«Некоторые победы горько-сладкие, но тем не менее это победы»."
"""Some we are able to reinforce to be usable in combat. Some we trade for endless tonics, which give unlimited temporary appearance changes to a similar look.""","«Некоторых мы можем усилить, чтобы их можно было использовать в бою. Некоторых мы обмениваем на бесконечные тоники, которые дают неограниченное количество временных изменений внешнего вида до аналогичного внешнего вида»."
"""Some wish to be rid of me; for me others greatly yearn. All have me, but once I'm lost, I'm never to return. What am I?""","«Некоторые хотят избавиться от меня; другие очень тоскуют по мне. Я есть у всех, но как только я потеряюсь, мне никогда не вернуться. Кто я?»"
"""Some years ago, he and I worked together to defeat my predecessor, who had been corrupted by the dragons. Since then, Trahearne has kept my identity a secret.""","«Несколько лет назад он и я работали вместе, чтобы победить моего предшественника, которого развратили драконы. С тех пор Трэхирн держал мою личность в секрете»."
"""Somebody has to stop them. You're here. I'll try to get you some reinforcements, if I can.""","«Кто-то должен их остановить. Ты здесь. Я постараюсь дать тебе подкрепление, если смогу»."
"""Somebody help us! If we don't put that fire out, we're ruined!""","«Кто-нибудь, помогите нам! Если мы не потушим этот пожар, мы разоримся!»"
"""Someday I will enjoy the sweet gift of Awakening, just like my father, and his father, and his father's father.""","«Когда-нибудь я насладюсь сладким даром Пробуждения, как мой отец, и его отец, и отец его отца»."
"""Someday we'll share our ale with the centaurs and toast to peace. Until then, more for us.""",«Когда-нибудь мы разделим наш эль с кентаврами и поднимем тост за мир. А пока — больше для нас».
"""Somehow, this bottle has survived the tortures of time.""",«Каким-то образом эта бутылка пережила пытки времени».
"""Someone carelessly knocked over this barrel. Nothing appears to be leaking, so it's probably okay. Probably.""","«Кто-то неосторожно опрокинул эту бочку. Кажется, ничего не протекает, так что, наверное, все в порядке. Наверное»."
"""Someone in Amnytas is going beyond just closing rifts, but one must weigh the pros and cons of probing the unknown. Help them survive the ordeal.""","«Кто-то в Амнитасе выходит за рамки простого закрытия разломов, но нужно взвесить все за и против исследования неизведанного. Помогите им пережить это испытание»."
"""Someone invited you to a party! Click Accept to join, or click Decline to refuse.""","«Кто-то пригласил вас на вечеринку! Нажмите «Принять», чтобы присоединиться, или «Отклонить», чтобы отказаться»."
"""Someone posted an """"unsolvable problem"""" here. You're pretty sure this is unsolvable because it's nonsense, but maybe if you make a pretend effort, they might respect that...""","«Кто-то разместил здесь «неразрешимую проблему». Вы почти уверены, что это неразрешимая задача, потому что это ерунда, но, может быть, если вы притворитесь, что попытаетесь, они это уважат…»"
"""Someone scribbled, """"They've closed their shores to us and left us to fight the dragons alone. To the Mists with them.""""""",«Кто-то написал: «Они закрыли для нас свои берега и оставили нас сражаться с драконами в одиночку. Вместе с ними в Туманы»»».
"""Someone tampered with my VAL-A schematics, and built a murder-golem! Who would've done such a thing? I'd better find out, and quickly.""","«Кто-то вмешался в мои схемы ВАЛ-А и построил голема-убийцу! Кто бы мог такое сделать? Мне лучше выяснить это, и побыстрее»."
"""Someone thinking about the future. Your comrades are gone, but Scholar's Cleft can still be saved.""","«Кто-то думает о будущем. Твоих товарищей больше нет, но Расщелину Ученого ещё можно спасти»."
"""Someone was going to die, no matter what I did—Snaff, or my queen. I had to make a choice.""","«Кто-то должен был умереть, что бы я ни сделал — Снафф или моя королева. Мне пришлось сделать выбор»."
"""Someone's armor must have chipped off during battle. This piece is part of an ornamental set, golden in color, though quite strong. The blow that broke it off was powerful.""","«Наверное, чья-то броня откололась во время боя. Эта деталь — часть декоративного набора, золотистого цвета, но довольно прочная. Удар, который её сломал, был мощным»."
"""Someone, find us some backup before they come back!""","«Кто-нибудь, найдите нам подкрепление, прежде чем они вернутся!»"
"""Someone, or something, has carefully placed raptor feathers into a stack.""",«Кто-то или что-то аккуратно сложил перья хищника в стопку».
"""Something Lost, Something Gained""","«Что-то потеряно, что-то обретено»"
"""Something about this tree is strange. Perhaps it's the way it thrives in a place of so much ruin, or perhaps there's something in the air around it...a shimmer of magic.""","«Что-то странное в этом дереве. Возможно, это то, как оно растет в таком разрушенном месте, или, возможно, в воздухе вокруг него есть что-то… мерцание магии»."
"""Something hidden, the veil obscures, a language unspoken... In the darkness, she was born again.""","«Что-то скрытое, завеса скрывает, язык невысказанный... Во тьме она родилась заново»."
"""Something like magic, it was. But none of us said it. Perhaps only I thought it.""","«Это было что-то вроде волшебства. Но никто из нас этого не говорил. Возможно, только я так думал»."
"""Something spooked the pack animals, sir! They ran off!""","«Что-то напугало вьючных животных, сэр! Они убежали!»"
"""Something went horribly wrong. I reported to Warmaster Caisson's artillery unit to assist them with their mission. I was put in charge of a mortar team's fire mission, but when the smoke cleared, I saw we had been shelling our own troops. How could this have happened? I know I saw the enemy when I gave the order to fire. This could have catastrophic effects on the newly formed Pact's chain of command, so I decided my top priority is getting to the bottom of this.""","«Что-то пошло ужасно не так. Я доложил артиллерийскому подразделению Воителя Кессона, чтобы помочь им в выполнении задания. Мне поручили руководить огневым заданием минометной группы, но когда дым рассеялся, я увидел, что мы обстреливали наши собственные войска. Как такое могло случиться? Я знаю, что видел врага, когда отдавал приказ стрелять. Это могло иметь катастрофические последствия для недавно сформированной цепочки командования Пакта, поэтому я решил, что мой главный приоритет — разобраться во всем этом»."
"""Something's not right about Tactician Syska, the figure at the center of the tragic shelling of Pact troops by their own mortar batteries. To clear your name, you'll have to dig up Syska's past.""","«Что-то не так с тактиком Сиской, фигурой в центре трагического обстрела войск Пакта их собственными минометными батареями. Чтобы очистить свое имя, вам придётся раскопать прошлое Сиски»."
"""Something's out there, and if my readings are accurate, it's something dangerous.""","«Там что-то есть, и если мои показания точны, это что-то опасное»."
"""Something's wrong. I think our efforts threw off the natural balance of energy here. Unstable magic is seeping everywhere. Quick, we've got to disperse it!""","«Что-то не так. Я думаю, что наши усилия нарушили здесь естественный баланс энергии. Нестабильная магия просачивается повсюду. Быстро, мы должны её рассеять!»"
"""Something's wrong. It's too quiet, even for the Order of Whispers.""",«Что-то не так. Здесь слишком тихо даже для Ордена Шепота».
"""Something, like what?""",«Что-то вроде чего?»
"""Something...went wrong, and next thing I knew, I washed up here. That's how it's been for years now.""","«Что-то… пошло не так, и следующее, что я осознал, — я выбросился сюда. Так было уже много лет»."
"""Sometimes I am afraid that, despite my best efforts, I might one day %str1%. But I won't give up.""","""Иногда я боюсь, что, несмотря на все мои усилия, однажды я могу %str1%. Но я не сдамся."""
"""Sometimes I question the meaning of it all. Take an elemental: they go wherever they like, completely oblivious. A nice, simple existence. Must be nice.""","«Иногда я сомневаюсь в смысле всего этого. Возьмем элементаля: они ходят куда хотят, совершенно не обращая внимания. Хорошее, простое существование. Должно быть, приятно»."
"""Sometimes I wonder things. Like, are sylvari ever tempted to make hedge animals of themselves?""","«Иногда я задаюсь вопросом. Например, испытывали ли когда-нибудь у сильвари искушение сделать из себя живых животных?»"
"""Sometimes I wonder things. Like, do asura have golems to clean up after their golems?""","«Иногда мне интересно. Например, есть ли у асур големы, которые нужно убирать за своими големами?»"
"""Sometimes I wonder things. Like, do charr get hairballs?""","«Иногда мне интересно. Например, у чарров появляются комки шерсти?»"
"""Sometimes I wonder things. Like, do norn need step ladders to reach their fancy dishes?""","«Иногда я задаюсь вопросом. Например, нужны ли норнам стремянки, чтобы добраться до своих изысканных блюд?»"
"""Sometimes acquired by combining Mystic Coins, Obsidian Shards, Globs of Ectoplasm, and either Philosopher's Stones or Mystic Crystals in the Mystic Forge. Can also be purchased from strike, raid, or fractal vendors.""","«Иногда можно получить путем объединения мистических монет, осколков обсидиана, сгустков эктоплазмы и философских камней или мистических кристаллов в Мистической кузнице. Также можно приобрести у ударных, рейдовых или фрактальных торговцев»."
"""Sometimes bravery means knowing when to flee from a losing battle. What are your thoughts now, having seen the Fang?""","«Иногда храбрость означает умение бежать из проигранной битвы. Что ты думаешь сейчас, увидев Клык?»"
"""Sometimes you're the hammer, and sometimes you're the nail.""","«Иногда ты молоток, а иногда гвоздь»."
"""Sometimes, I almost feel empathy for these things.""",«Иногда я почти сочувствую этим вещам».
"""Sommer-""""Guild Wars""""""","""Лето-""""Войны гильдий"""""""
"""Son of a gun. Never thought ol' Tibs would go out a hero. I liked that guy, though; he always made me laugh.""","«Сукин сын. Никогда не думал, что старина Тибс выйдёт из игры героем. Хотя этот парень мне нравился, он всегда меня смешил»."
"""Soo-Won, she's...lost.""","«Су-Вон, она… потерялась»."
"""Soon after Balthazar's defeat at the Kodash Bazaar, Rytlock Brimstone, Canach, and Taimi procured a dolyak ranch outside the Free City of Amnoon where they could make necessary repairs to Taimi's golem before resuming our search for Aurene. Taimi contacted me with a progress report.""","«Вскоре после поражения Бальтазара на базаре Кодаш Ритлок Жарокамень, Канах и Тайми приобрели долиак-ранчо за пределами Вольного города Амнун, где они могли произвести необходимый ремонт голема Тайми, прежде чем возобновить поиски Аурин. Тайми связалась со мной и сообщила о ходе работ»."
"""Soon the dragon will be dead, and those wrecks will be made memorials.""","«Скоро дракон умрет, и эти обломки станут памятниками»."
"""Soon, Rox. Hopefully very soon.""","«Скоро, Рокс. Надеюсь, очень скоро»."
"""Soothe those aching muscles of yours, it will!""","«Успокойте свои ноющие мышцы, это поможет!»"
"""Sorry about all the death, and for the portal pandemonium.""",«Прости за все эти смерти и за портальное столпотворение».
"""Sorry about that. Torin's a man of few words. Well, NICE words. Tons of mean ones.""","«Извини. Торин немногословен. Ну, ХОРОШИЕ слова. Множество грубых слов»."
"""Sorry to cut you off like this, but can we talk after we've beaten these centaurs?""","«Извини, что прерываю тебя, но можем ли мы поговорить после того, как победим этих кентавров?»"
"""Sorry to hear that, friend.""","«Жаль это слышать, друг»."
"""Sorry to intrude, Your Majesty, but this can't wait. There's a traitor in the ministry.""","«Извините за вмешательство, Ваше Величество, но это не может ждать. В министерстве предатель»."
"""Sorry to say I don't have much time to talk. I'm headed for the ruins of Auld Red Wharf to recover some of my belongings. If you're up for the trip, come along.""","«К сожалению, у меня мало времени для разговоров. Я направляюсь к руинам Олд-Ред-Уорф, чтобы забрать кое-что из своих вещей. Если ты готов отправиться в путешествие, присоединяйся»."
"""Sorry! Just curious about the research, is all.""","«Извините! Просто интересно узнать об исследовании, вот и все»."
"""Sorry! Uh, gimme that apple. The one over there.""","«Извини! Ой, дай мне это яблоко. То, что там»."
"""Sorry, Commander, Ivan needs to run. I think someone is about to stage a mutiny. We'll talk soon!""","«Извините, командир, Ивану нужно бежать. Думаю, кто-то собирается устроить мятеж. Скоро поговорим!»"
"""Sorry, Commander. I saw some undead, but I was focused on the mortar teams during the bombardment.""","«Извините, командир. Я видел нежить, но во время обстрела я был сосредоточен на минометных расчётах»."
"""Sorry, Commander. Maybe you should invest in expanding our supply line?""","«Извините, командир. Может быть, вам стоит вложить средства в расширение нашей линии снабжения?»"
"""Sorry, I can't play right now.""","«Извините, я не могу сейчас играть»."
"""Sorry, I changed my mind.""","«Извините, я передумал»."
"""Sorry, I don't have time for this.""","«Извини, у меня нет на это времени»."
"""Sorry, I don't have time to chat right now. Have to get back to work, you know.""","«Извини, у меня сейчас нет времени болтать. Мне нужно вернуться к работе, понимаешь»."
"""Sorry, I have places to be.""","«Извините, мне есть, где побывать»."
"""Sorry, I have to be somewhere else.""","«Извини, мне нужно быть где-то в другом месте»."
"""Sorry, I haven't seen him.""","«Извините, я его не видел»."
"""Sorry, I thought you were someone else.""","«Извини, я думал, ты кто-то другой»."
"""Sorry, I'm heading in a different direction. Good luck.""","«Извините, я направляюсь в другом направлении. Удачи»."
"""Sorry, I'm looking for someone else.""","«Извините, я ищу кого-то другого»."
"""Sorry, Warden. Captain's gotta have her secrets.""","«Извините, начальник. У капитана должны быть свои секреты»."
"""Sorry, buddy.""","«Извини, приятель»."
"""Sorry, but I can't help.""","«Извини, но я не могу помочь»."
"""Sorry, but I don't put much stock in human gods.""","«Извини, но я не придаю большого значения человеческим богам»."
"""Sorry, but I'm not the one you're looking for.""","«Извини, но я не тот, кого ты ищешь»."
"""Sorry, but this place is like a war zone. It's way too dangerous for me to do business right now.""","«Извините, но это место похоже на зону военных действий. Мне сейчас слишком опасно заниматься бизнесом»."
"""Sorry, can't help you now.""","«Извините, сейчас ничем не могу вам помочь»."
"""Sorry, can't help you.""","«Извините, ничем не могу вам помочь»."
"""Sorry, chief.""","«Извините, шеф»."
"""Sorry, closed for business. We're out of water. I'm worried.""","«Извините, закрыт по делам. У нас закончилась вода. Я волнуюсь»."
"""Sorry, cub. This is not your lucky day.""","«Прости, детеныш. Это не твой счастливый день»."
"""Sorry, just a little Ash Legion trick to trip up imposters. Now I know it's really you.""","«Извини, это всего лишь маленькая уловка Пепельного Легиона, чтобы сбить с толку самозванцев. Теперь я знаю, что это на самом деле ты»."
"""Sorry, kid, no time for chatter.""","«Извини, малыш, нет времени на болтовню»."
"""Sorry, my friend. I won't be here when you return.""","«Извини, друг мой. Когда ты вернешься, меня здесь не будет»."
"""Sorry, never mind. I need to be going.""","«Извини, неважно. Мне пора идти»."
"""Sorry...sorry. I'm not mad at you—I'm mad at the system. A copper coin for the """"Angry Mumblings Jar,"""" I know.""","— Прости... прости. Я не злюсь на тебя — я злюсь на систему. Медная монета для «банки злобного бормотания», я знаю."
"""Sort of. The idea starts with """"run for it"""" and generally goes downhill from there. Come on!""","«Вроде того. Идея начинается с «беги за этим»» и, как правило, дальше идет под откос. Давай!»"
