english,translate
—Joukje,—Йоукье
—Kaukiri,—Каукири
—Kofi,—Кофи
—Kruppa,—Круппа
—Oisha,—Ойша
—Pachoo,—Пачу
—Parnna,—Парнна
—Rebel Isaak,—Повстанец Исаак
—Scout Jones,—Разведчик Джонс
—Takka,—Такка
—Travelen,— Травелен
—VS,—ВС
—Vance,—Вэнс
