english,translate
Add hardened leather as a possible output from the workshop's leather synthesizer.,Добавить закаленную кожу как возможный результат работы кожевенного синтезатора мастерской.
"Add harvesting nodes to the workshop that randomly generate various vegetables, fruits, and herbs when harvested.","Добавить в мастерскую узлы сбора, которые при сборе случайным образом дают различные овощи, фрукты и травы."
Add jungle guild armor recipes to the guild armorer's inventory.,Добавить рецепты джунглевого гильдейского оружия в инвентарь гильдейского оружейника.
Add linen scraps as a possible output from the workshop's cloth synthesizer.,Добавить льняные лоскуты как возможный результат работы тканевого синтезатора мастерской.
Add mithril as a possible output from the workshop's ore synthesizer.,Добавить мифрил как возможный результат работы рудного синтезатора мастерской.
Add orichalcum as a possible output from the workshop's ore synthesizer.,Добавить орихалк как возможный результат работы рудного синтезатора мастерской.
Add platinum as a possible output from the workshop's ore synthesizer.,Добавить платину как возможный результат работы рудного синтезатора мастерской.
Add recipes for chiaroscuro weapons to the guild weaponsmith's inventory.,Добавить рецепты оружия кьяроскуро в инвентарь гильдейского кузнеца.
Add rugged leather as a possible output from the workshop's leather synthesizer.,Добавить грубую кожу как возможный результат из синтезатора кожи в мастерской.
Add seasoned logs as a possible output from the workshop's lumber synthesizer.,Добавить выдержанные бревна как возможный результат из синтезатора пиломатериалов в мастерской.
Add silk scraps as a possible output from the workshop's cloth synthesizer.,Добавить шелковые лоскуты как возможный результат из синтезатора ткани в мастерской.
Add silver as a possible output from the workshop's ore synthesizer.,Добавить серебро как возможный результат из синтезатора руды в мастерской.
Add special decorations that can be inscribed with custom messages to the basic decorations merchant's inventory.,"Добавить особые украшения, на которые можно нанести индивидуальные надписи, в инвентарь торговца базовыми украшениями."
Add thick leather as a possible output from the workshop's leather synthesizer.,Добавить толстую кожу как возможный результат из синтезатора кожи в мастерской.
Adds a +25 power bonus to the boons applied by the guild's aura around claimed objectives.,"Добавляет бонус +25 к силе к благословениям, накладываемым аурой гильдии вокруг захваченных целей."
Adds a +25 precision bonus to the boons applied by the guild's aura around claimed objectives.,"Добавляет бонус +25 к точности к благословениям, накладываемым аурой гильдии вокруг захваченных целей."
Adds a +25 toughness bonus to the boons applied by the guild's aura around claimed objectives.,"Добавляет бонус +25 к стойкости к благословениям, накладываемым аурой гильдии вокруг захваченных целей."
Adds a +25 vitality bonus to the boons applied by the guild's aura around claimed objectives.,"Добавляет бонус +25 к живучести к благословениям, накладываемым аурой гильдии вокруг захваченных целей."
Adds a 10%% WvW experience bonus to the boons applied by the guild's aura around claimed objectives.,"Добавляет бонус к опыту WvW в размере 10%% к благословениям, накладываемым аурой гильдии вокруг захваченных целей."
Adds a 20%% magic-find bonus to the boons applies by the guild's aura around claimed objectives.,"Добавляет бонус к поиску магии в размере 20%% к благословениям, накладываемым аурой гильдии вокруг захваченных целей."
Adds a 25%% movement speed bonus to the boons applied by the guild's aura around claimed objectives.,"Добавляет бонус к скорости передвижения в размере 25%% к благословениям, накладываемым аурой гильдии вокруг захваченных целей."
Adds a merchant with harvesting and salvage tools to the guild's private locations.,Добавляет торговца с инструментами для сбора и разбора в частные локации гильдии.
"Adds a repair anvil to the Guild Initiative Headquarters and the guild's hall, if they have one.","Добавляет наковальню для ремонта в штаб Гильдии и зал гильдии, если он есть."
Aetherium Capacity 1,Вместимость эфирия 1
Aetherium Capacity 2,Вместимость эфирия 2
Aetherium Capacity 3,Вместимость эфирия 3
Aetherium Capacity 4,Вместимость эфирия 4
Aetherium Capacity 5,Вместимость эфирия 5
Aetherium Capacity 6,Вместимость эфирия 6
Airship Defense,Оборона дирижабля
Allow access to this proprietor's upgrades and set up a temporary structure in the guild hall while work begins on restoring your full tavern.,"Разрешить доступ к улучшениям этого владельца и установить временное сооружение в гильд-холле, пока не начнутся работы по восстановлению полной таверны."
Allow decorators in the arena to place fans that cyclically activate and push combatants back with strong gusts of wind.,"Разрешить декораторам на арене размещать вентиляторы, которые циклически активируются и отбрасывают бойцов сильными порывами ветра."
Allow decorators in the arena to place floor tiles that will kill players on contact.,"Разрешить декораторам на арене размещать напольные плиты, которые убивают игроков при контакте."
"Allow decorators in the arena to place purple torches, which can be lit and unlit at will.","Разрешить декораторам на арене размещать фиолетовые факелы, которые можно зажигать и тушить по желанию."
"Allow decorators in the arena to place torches in the red, blue, and green team colors. These torches can be lit and unlit at will.","Разрешить декораторам на арене размещать факелы цветов красной, синей и зелёной команд. Эти факелы можно зажигать и тушить по желанию."
Allow decorators in the arena to place traps that cyclically activate and pull in nearby players.,"Разрешить декораторам на арене размещать ловушки, которые циклически активируются и притягивают ближайших игроков."
Allow decorators in the arena to place turrets that apply burning to nearby combatants.,"Разрешить декораторам на арене размещать турели, наносящие горение ближайшим бойцам."
Allow decorators in the arena to place turrets that apply fear to nearby combatants.,"Разрешить декораторам на арене размещать турели, наводящие страх на ближайших бойцов."
Allow decorators in the arena to place turrets that chill nearby combatants.,"Разрешить декораторам на арене размещать турели, охлаждающие ближайших бойцов."
Allow decorators in the arena to place turrets that cripple nearby combatants.,"Разрешить декораторам на арене размещать турели, калечащие ближайших бойцов."
Allow decorators in the arena to place turrets that damage nearby combatants.,"Разрешить декораторам на арене размещать турели, наносящие урон ближайшим бойцам."
Allow decorators in the arena to place turrets that heal nearby combatants.,"Разрешить декораторам на арене размещать турели, лечащие ближайших бойцов."
Allow decorators in the arena to place turrets that knock back nearby combatants.,"Разрешить декораторам на арене размещать турели, отбрасывающие ближайших бойцов."
Allow decorators in the arena to place turrets that poison nearby combatants.,"Разрешить декораторам на арене размещать турели, отравляющие ближайших бойцов."
Allow decorators in the arena to place turrets that weaken nearby combatants.,"Разрешить декораторам на арене устанавливать турели, ослабляющие ближайших бойцов."
"Allow decorators in the arena to place white torches, which can be lit and unlit at will.","Разрешить декораторам на арене устанавливать белые факелы, которые можно зажигать и тушить по желанию."
"Allow guild members with the proper permissions to claim a keep for the guild, allowing it to gain access to upgrades over time.","Разрешить членам гильдии с соответствующими разрешениями заявлять права на крепость для гильдии, позволяя ей получать доступ к улучшениям со временем."
"Allow guild members with the proper permissions to claim a supply camp for the guild, allowing it to gain access to upgrades over time.","Разрешить членам гильдии с соответствующими разрешениями заявлять права на лагерь снабжения для гильдии, позволяя ему получать доступ к улучшениям со временем."
"Allow guild members with the proper permissions to claim a tower for the guild, allowing it to gain access to upgrades over time.","Разрешить членам гильдии с соответствующими разрешениями заявлять права на башню для гильдии, позволяя ей получать доступ к улучшениям со временем."
"Allow guild members with the proper permissions to claim Stonemist Castle for the guild, allowing it to gain access to upgrades over time.","Разрешить членам гильдии с соответствующими разрешениями заявлять права на Замок Камнемрака для гильдии, позволяя ему получать доступ к улучшениям со временем."
Allows guild members to create a permanent guild emblem design at the Guild Registrar for use on banners and other displays.,Позволяет членам гильдии создать постоянный дизайн инсигнии гильдии у Регистратора гильдии для использования на знамёнах и других дисплеях.
Allows your guild to build consumables that can be used to activate various world events.,Позволяет гильдии создавать расходные материалы для активации различных мировых событий.
Arena Brawling: Free-for-All Fighters,Арена: Бойцы «каждый сам за себя»
Arena Brawling: Green Team,Арена: Зелёная команда
Arena Brawling: Invulnerable Fighters,Арена: Неуязвимые бойцы
Arena Restoration 1,Восстановление арены 1
Arena Restoration 2,Восстановление арены 2
Arena Ring-Out Barrier,Барьер вылета с арены
Armored Dolyaks,Бронированные дольяки
Arrow Cart Siege,Осадный стреломет
Auto Turrets,Автотурели
Ballista Siege,Осадная баллиста
Begin restoring your war room.,Начать восстановление военной комнаты.
Begin restoring your workshop.,Начать восстановление мастерской.
Branded Devourer Monument,Монумент клейменого пожирателя
Brawling Obstacle: Chill Turrets,Препятствие для драки: турели холода
Brawling Obstacle: Cripple Turrets,Препятствие для драки: турели калечения
Brawling Obstacle: Fan Traps,Препятствие для драки: веерные ловушки
Brawling Obstacle: Fear Turrets,Препятствие для драки: Турели страха
Brawling Obstacle: Flame Turrets,Препятствие для драки: Огненные турели
Brawling Obstacle: Heal Turrets,Препятствие для драки: Лечащие турели
Brawling Obstacle: Knockback Turrets,Препятствие для драки: Турели отбрасывания
Brawling Obstacle: Lava Floors,Препятствие для драки: Лавовые полы
Brawling Obstacle: Poison Turrets,Препятствие для драки: Ядовитые турели
Brawling Obstacle: Purple Torches,Препятствие для драки: Фиолетовые факелы
Brawling Obstacle: Strike Turrets,Препятствие для драки: Атакующие турели
Brawling Obstacle: Team-Color Torches,Препятствие для драки: Факелы цвета команды
Brawling Obstacle: Vortex Traps,Препятствие для драки: Ловушки-воронки
Brawling Obstacle: Walls,Препятствие для драки: Стены
Brawling Obstacle: Weakness Turrets,Препятствие для драки: Турели слабости
Brawling Obstacle: White Torches,Препятствие для драки: Белые факелы
Cairn the Indomitable Shard,Осколок Неукротимого Кайрна
Cannon Siege,Осадная пушка
Canthan Garden Wall,Кантанская садовая стена
Catapult Siege,Осадная катапульта
Centaur Banner,Знамя кентавра
Charr Heliplatform,Вертолетная площадка чарров
Charr Scrap Cannon,Пушка для лома чаров
Charr Tank,Танк чарров
Cloaking Waters,Маскирующие воды
Cloth Synthesizer 1,Тканевый синтезатор 1
Cloth Synthesizer 2,Тканевый синтезатор 2
Cloth Synthesizer 3,Тканевый синтезатор 3
Cloth Synthesizer 4,Синтезатор ткани 4
Cloth Synthesizer 5,Синтезатор ткани 5
Complete the restoration of your arena and enable battling between red and blue team fighters.,Завершите восстановление вашей арены и включите сражения между бойцами красной и синей команд.
Complete the restoration of your market.,Завершите восстановление вашего рынка.
Complete the restoration of your tavern.,Завершите восстановление вашей таверны.
Complete the restoration of your war room.,Завершите восстановление вашей военной комнаты.
Complete the restoration of your workshop.,Завершите восстановление вашей мастерской.
Comprehensive Disciplines Research Commemorative Statue,Памятная статуя исследования всесторонних дисциплин
Conjured Amalgamate's Token,Жетон призванного амальгамата
Corrupted Eagle Shrine,Оскверненное святилище орла
Corrupted Ox Shrine,Оскверненное святилище быка
Corrupted Wolverine Shrine,Осквернённое святилище росомахи
Craft schematics for manufacturing a remote access to the guild vault.,Создать чертежи для изготовления удалённого доступа к гильдейскому хранилищу.
Craft schematics to manufacture a tier 1 improvement that increases the defenses of existing siege installations at your guild's claimed objective.,"Создайте чертежи для производства улучшения 1-го уровня, повышающего защиту существующих осадных установок на захваченной цели вашей гильдии."
"Craft schematics to manufacture a tier 1 improvement that rigs the supply depot at your guild's claimed objective to explode if your objective is captured by enemies, destroying all of the supply there.","Создайте чертежи для производства улучшения 1-го уровня, которое минирует склад ресурсов на захваченной цели вашей гильдии, чтобы он взорвался при захвате цели врагами, уничтожая все ресурсы там."
Craft schematics to manufacture a tier 1 improvement that significantly increases the defenses of dolyaks departing your guild's claimed supply camp.,"Создайте чертежи для производства улучшения 1-го уровня, значительно повышающего защиту дольяков, покидающих захваченный лагерь снабжения вашей гильдии."
Craft schematics to manufacture a tier 1 tactic that refills the supply cache at your guild's claimed objective.,"Создайте чертежи для производства тактики 1-го уровня, пополняющей тайник с ресурсами на захваченной цели вашей гильдии."
Craft schematics to manufacture a tier 1 tactic that sends an invulnerable supply dolyak from a claimed camp.,"Создайте чертежи для производства тактики 1-го уровня, отправляющей неуязвимого дольяка снабжения из захваченного лагеря."
"Craft schematics to manufacture a tier 1 tactic that spawns a defensive banner at your guild's claimed objective. This banner may be picked up by one of your guild members and carried into battle, offering support to other members of your team in the area.","Создайте чертежи для производства тактики 1-го уровня, создающей защитное знамя на захваченной цели вашей гильдии. Это знамя может поднять один из членов вашей гильдии и нести в бой, оказывая поддержку другим членам вашей команды в области."
Craft schematics to manufacture a tier 2 improvement that increases the amount of supply carried by dolyaks departing from your guild's claimed supply camp.,"Создайте чертежи для производства улучшения 2-го уровня, увеличивающего количество ресурсов, переносимых дольяками, покидающими захваченный лагерь снабжения вашей гильдии."
Craft schematics to manufacture a tier 2 improvement that significantly increases the defenses of gates at your guild's claimed objective.,"Создайте чертежи для производства улучшения 2-го уровня, значительно повышающего защиту ворот на захваченной цели вашей гильдии."
Craft schematics to manufacture a tier 2 improvement that significantly increases the defenses of guards at your guild's claimed objective.,"Создайте чертежи для производства улучшения 2-го уровня, значительно повышающего защиту стражников на захваченной цели вашей гильдии."
Craft schematics to manufacture a tier 2 improvement that significantly increases the speed of dolyaks departing from your guild's claimed supply camp.,"Создайте чертежи для изготовления улучшения 2-го уровня, которое значительно увеличивает скорость доликов, отправляющихся из захваченного вашей гильдией лагеря снабжения."
"Craft schematics to manufacture a tier 2 tactic that spawns a mobility banner at your guild's claimed objective. This banner may be picked up by one of your guild members and carried into battle, offering support to other members of your team in the area.","Создайте чертежи для изготовления тактики 2-го уровня, которая создаёт знамя мобильности у захваченной вашей гильдией цели. Это знамя может поднять один из членов вашей гильдии и нести в бой, оказывая поддержку другим членам вашей команды в области."
"Craft schematics to manufacture a tier 2 tactic that summons a charr assault roller at your camp, which one of your guild members can transform into as a highly mobile siege weapon.","Создайте чертежи для изготовления тактики 2-го уровня, которая призывает шаррский штурмовой каток в вашем лагере. Один из членов вашей гильдии может превратиться в него как в высокомобильное осадное орудие."
Craft schematics to manufacture a tier 2 tactic that temporarily makes the walls and gate of your claimed objective impervious to enemy attack.,"Создайте чертежи для изготовления тактики 2-го уровня, которая временно делает стены и ворота вашей захваченной цели неуязвимыми для вражеских атак."
Craft schematics to manufacture a tier 2 tactic that temporarily summons a mist which heals allies in the area of your claimed objective.,"Создайте чертежи для изготовления тактики 2-го уровня, которая временно призывает туман, исцеляющий союзников в области вашей захваченной цели."
Craft schematics to manufacture a tier 3 improvement that applies stealth to any ally who moves through the fountains at Stonemist Castle as long as it is claimed by your guild.,"Создайте чертежи для изготовления улучшения 3-го уровня, которое накладывает невидимость на любого союзника, проходящего через фонтаны замка Стоунмист, пока он захвачен вашей гильдией."
Craft schematics to manufacture a tier 3 improvement that causes the gates at your guild's claimed objective to actively attack invaders.,"Создайте чертежи для изготовления улучшения 3-го уровня, которое заставляет ворота у захваченной вашей гильдией цели активно атаковать захватчиков."
Craft schematics to manufacture a tier 3 improvement that doubles the effect of your guild's auras at your guild's claimed keep.,"Создайте чертежи для изготовления улучшения 3-го уровня, которое удваивает эффект аур вашей гильдии в захваченной вашей гильдией крепости."
Craft schematics to manufacture a tier 3 improvement that reveals enemies in the region of your guild's claimed tower on your map.,"Создайте чертежи для изготовления улучшения 3-го уровня, которое показывает врагов в регионе захваченной вашей гильдией башни на вашей карте."
"Craft schematics to manufacture a tier 3 tactic that spawns an offensive banner at your guild's claimed objective. This banner may be picked up by one of your guild members and carried into battle, offering support to other members of your team in the area.","Создайте чертежи для изготовления тактики 3-го уровня, которая создаёт наступательное знамя у захваченной вашей гильдией цели. Это знамя может поднять один из членов вашей гильдии и нести в бой, оказывая поддержку другим членам вашей команды в области."
Craft schematics to manufacture a tier 3 tactic that temporarily summons a group of airships to circle Stonemist Castle and bombard invaders while you claim it.,"Создайте чертежи для изготовления тактики 3-го уровня, которая временно призывает группу дирижаблей, чтобы они кружили над замком Стоунмист и бомбардировали захватчиков, пока вы его удерживаете."
"Craft schematics to manufacture a tier 3 tactic that temporarily summons a waypoint at your claimed objective, even during enemy attack.","Создайте чертежи для изготовления тактики 3-го уровня, которая временно создаёт точку пути у вашей захваченной цели, даже во время вражеской атаки."
Craft schematics to manufacture banners that offer allies a 10%% boost to experience and karma gain for 30 minutes.,"Создайте чертежи для изготовления знамён, которые дают союзникам бонус +10%% к получаемому опыту и карме на 30 минут."
Craft schematics to manufacture banners that offer allies a 10%% boost to gathering chance for 30 minutes.,"Создайте чертежи для изготовления знамён, которые дают союзникам бонус +10%% к шансу сбора ресурсов на 30 минут."
Craft schematics to manufacture banners that offer allies a 10%% boost to gold gain and a 15%% boost to magic find for 30 minutes.,"Создайте чертежи для изготовления знамён, которые дают союзникам бонус +10%% к получаемому золоту и +15%% к поиску магии на 30 минут."
Craft schematics to manufacture banners that offer allies a 10%% boost to magic find for 30 minutes.,"Создайте схемы для изготовления знамён, дающих союзникам 10%% к поиску магии на 30 минут."
Craft schematics to manufacture banners that offer allies a 15%% boost to gathering chance and a 10%% boost to swiftness for 30 minutes.,"Создайте схемы для изготовления знамён, дающих союзникам 15%% к шансу сбора ресурсов и 10%% к скорости на 30 минут."
Craft schematics to manufacture banners that offer allies a 5%% boost to experience gain for 30 minutes.,"Создайте схемы для изготовления знамён, дающих союзникам 5%% к получению опыта на 30 минут."
Craft schematics to manufacture banners that offer allies a 5%% boost to gold gain from monster kills for 30 minutes.,"Создайте схемы для изготовления знамён, дающих союзникам 5%% к получению золота за убийство монстров на 30 минут."
"Craft schematics to manufacture banners that offer allies boosts to karma, experience, gold gain, gathering chance, magic find, and run speed for 30 minutes.","Создайте схемы для изготовления знамён, дающих союзникам бонусы к карме, опыту, получению золота, шансу сбора ресурсов, поиску магии и скорости бега на 30 минут."
Craft schematics to manufacture banners that offer allies swiftness for 20 seconds.,"Создайте схемы для изготовления знамён, дающих союзникам скорость на 20 секунд."
Craft schematics to manufacture celebratory banquets that players can eat and drink from.,"Создайте схемы для изготовления праздничных банкетов, которыми игроки могут есть и пить."
Craft schematics to manufacture guild banners that offer allies a 5%% boost to karma gain for 30 minutes.,"Создайте схемы для изготовления гильдейских знамён, дающих союзникам 5%% к получению кармы на 30 минут."
Craft schematics to manufacture WvW arrowcarts.,Создать чертежи для изготовления стреломётов для WvW.
Craft schematics to manufacture WvW ballistae.,Создайте чертежи для производства баллист в WvW.
Craft schematics to manufacture WvW catapults.,Создайте чертежи для производства катапульт в WvW.
Craft schematics to manufacture WvW flame rams.,Создайте чертежи для производства огненных таранов в WvW.
Craft schematics to manufacture WvW shield generators that cost less supply to place.,"Создайте чертежи для производства генераторов щитов в WvW, которые требуют меньше ресурсов для установки."
Craft schematics to manufacture WvW siege golems.,Создайте чертежи для производства осадных големов в WvW.
Craft schematics to manufacture WvW trebuchets that cost less supply to place.,"Создайте чертежи для производства требушетов в WvW, которые требуют меньше ресурсов для установки."
Crafted by scribes.,Создаётся писцами.
Crystal Prism,Кристальная призма
Decima Shard,Осколок Децимы
Decima's Token (Guild Decoration),Жетон Децимы (гильдейское украшение)
Deep Cave,Глубокая пещера
Dhuum's Torch,Факел Дуума
Dragon Banner,Знамя дракона
Dune Roller,Дюнный каток
Earned by completing the Eldvin Monastery Brew of the Month Club achievement.,Зарабатывается за завершение достижения «Клуб пива месяца монастыря Эльдвин».
Earned by completing the Spiritual Renewal achievement.,Зарабатывается за завершение достижения «Духовное обновление».
Earned by participating in skirmishes.,Зарабатывается за участие в стычках.
"Earned through the episode ""Bound by Blood.""",Заработано через эпизод «Связанные кровью».
"Earned through the episode ""No Quarter.""",Заработано через эпизод «Никакой пощады».
"Earned through the episode ""Shadow in the Ice.""",Заработано через эпизод «Тень во льду».
"Earned through the Living World Icebrood Saga episode ""Champions.""",Заработано через эпизод «Чемпионы» саги «Ледяной брат» Живого мира.
"Earned through the Living World Icebrood Saga episode ""Jormag Rising.""",Заработано через эпизод «Восстание Йормага» саги «Ледяной брат» Живого мира.
"Earned through the Living World: Icebrood Saga episode ""Champions.""",Заработано через эпизод «Чемпионы» саги «Ледяной брат»: Живой мир.
Earned through the Old Lion's Court raid encounter.,Заработано через рейдовую встречу «Старый львиный двор».
Earned when the PvP season ends and your guild team's placement is 1st on the Guild Challenger League leaderboard.,"Зарабатывается, когда сезон PvP заканчивается и позиция вашей гильдейской команды — 1-е место в таблице лиги гильдейских претендентов."
Earned when the PvP season ends and your guild team's placement is between 101st and 250th on the Guild Challenger League leaderboard.,"Зарабатывается, когда сезон PvP заканчивается и позиция вашей гильдейской команды — от 101-го до 250-го места в таблице лиги гильдейских претендентов."
Earned when the PvP season ends and your guild team's placement is between 26th and 100th on the Guild Challenger League leaderboard.,"Зарабатывается, когда сезон PvP заканчивается и позиция вашей гильдейской команды — от 26-го до 100-го места в таблице лиги гильдейских претендентов."
Earned when the PvP season ends and your guild team's placement is between 2nd and 25th on the Guild Challenger League leaderboard.,"Зарабатывается, когда сезон PvP заканчивается и позиция вашей гильдейской команды — от 2-го до 25-го места в таблице лиги гильдейских претендентов."
Emergency Waypoint,Аварийная путевая точка
Establish a temporary marketplace in your guild hall while construction begins on the foundation of the full plaza.,"Создать временный рынок в зале гильдии, пока идёт строительство фундамента полной площади."
Excavate the beginnings of a mine for your guild hall and begin mining aetherium out of the stone.,Начните раскопки шахты для вашего гильдейского зала и добудьте астериум из камня.
Exchanged for a Mordremoth's Bane Guild Decoration token.,Обменяно на жетон украшения гильдии «Погибель Мордремота».
Expand the inventory of the guild miniature merchant.,Расширьте ассортимент торговца миниатюрами гильдии.
Expand the inventory of the guild trader to include guild hall decorations and related items.,"Расширьте ассортимент торговца гильдии, включив в него украшения зала гильдии и связанные предметы."
Expand the trader's inventory to include random crafting-related items.,"Расширьте ассортимент торговца, включив в него случайные предметы, связанные с ремеслом."
Expand your guild's mine.,Расширьте шахту вашей гильдии.
Expedition to the Gilded Hollow,Экспедиция в Позолоченную Лощину
Expedition to the Isle of Reflection,Экспедиция на Остров Размышлений
Expedition to the Lost Precipice,Экспедиция на Потерянный Утёс
Expedition to Windswept Haven,Экспедиция в Убежище Ветров
Fancy Desert Sofa,Шикарный пустынный диван
Flame Ram Siege,Осада пламенного тарана
Frost Legion Machine,Машина Ледяного Легиона
Further Exploration,Дальнейшее исследование
Gain access to a 100-slot guild vault.,Получите доступ к гильдейскому хранилищу на 100 слотов.
General Merchant,Торговец
Gift Levitator,Левитатор подарков
Gilded Banner,Позолоченное знамя
Golem Siege,Осадный голем
Gourmet Feast: Double-click to serve Mint-Pear Cured Meat Flatbreads to anyone nearby. Feast stays active for 5 minutes.,"Гурманский пир: Дважды щёлкните, чтобы подать лепёшки с мятно-грушевой вяленой мясной начинкой всем рядом. Пир активен в течение 5 минут."
Grants access to a 50-slot guild vault and gold storage.,Даёт доступ к гильдейскому хранилищу на 50 ячеек и хранилищу золота.
Greer's Token (Guild Decoration),Жетон Грира (украшение гильдии)
Guild Anthems,Гимны гильдии
Guild Armorer 1,Бронник гильдии 1
Guild Armorer 2,Бронник гильдии 2
Guild Arrow Cart Siege,Осадная стреломётная телега гильдии
Guild Ballista Siege,Осадный баллиста гильдии
Guild Catapult Siege,Гильдейская катапульта
Guild Emblem Template,Шаблон инсигнии гильдии
Guild Enhancement: Critical Crafting,Гильдейское улучшение: Критическое ремесло
Guild Enhancement: Critical Harvesting,Гильдейское улучшение: Критический сбор
Guild Enhancement: Experience,Гильдейское улучшение: Опыт
Guild Enhancement: Karma,Гильдейское улучшение: Карма
Guild Enhancement: Magic Find,Гильдейское улучшение: Поиск магии
Guild Enhancement: Map Bonus,Улучшение гильдии: Бонус на карте
Guild Enhancement: PvP Reward Boost,Улучшение гильдии: Усиление наград PvP
Guild Enhancement: World Experience,Улучшение гильдии: Опыт в мире
Guild Enhancement: World Reward Tracks,Улучшение гильдии: Мировые треки наград
Guild Hall Decorations Merchant 1,Торговец украшениями зала гильдии 1
Guild Hall Decorations Merchant 2,Торговец украшениями зала гильдии 2
