english,translate
"Your pet teleports to your target and lashes out, poisoning enemies and applying vulnerability to disabled or defiant enemies.
<c=@reminder>Disables include stun, daze, knockback, pull, knockdown, sink, float, launch, taunt, and fear.</c>","Ваш питомец телепортируется к цели и наносит удар, отравляя врагов и применяя эффект уязвимости к обездвиженным или находящимся в состоянии защиты противникам.
<c=@reminder>Обездвиживание включает оглушение, ошеломление, отталкивание, притягивание, нокдаун, погружение, всплытие, отбрасывание, провокацию и страх.</c>"
"Your shattered illusion reforms into a mirror. Touching the mirror shatters it, granting mirage cloak to you and weakening foes.","Ваша разбитая иллюзия превращается в зеркало. Касание зеркала разбивает его, даруя вам «плащ миража» и ослабляя врагов."
Your shot splits into a spread of harpoons that each bleed your target.,"Вы стреляете залпом из нескольких гарпунов, каждый из которых вызывает у цели кровотечение."
Your skin freezes through as death takes hold.,"Ваша кожа леденеет, когда смерть берет свое."
Your spear skills are empowered.,Ваши навыки копья усилены.
Your spirit of nature slams the ground and creates a blast of vital energy that revives nearby downed allies.,"Ваш дух природы бьёт по земле и создает взрыв жизненной энергии, оживляющей поверженных союзников поблизости."
Your stone spirit slams the ground and creates an earthen blast that inhibits enemies.,"Ваш дух камня бьёт по земле и создает ударную волну, тормозящую противников."
Your storm spirit slams the ground and generates a powerful blast of electricity.,Ваш дух шторма бьёт по земле и генерирует мощный разряд электричества.
Your strike and condition damage is increased.,Ваш урон от ударов и состояний увеличен.
Your strikes additionally inflict burning on enemies.,Ваши удары дополнительно поджигают врагов.
Your strikes deal additional damage to enemies struck by the Kryptis turret.,"Ваши удары наносят дополнительный урон врагам, пораженным турелью Криптиса."
Your struggles to escape are in vain.,Ваши попытки вырваться тщетны.
Your sun spirit slams the ground and releases the brilliance of the sun on nearby foes.,Ваш дух солнца бьёт по земле и поражает противников поблизости солнечным сиянием.
Your thoughts blur as Xera's confounding magic penetrates your being.,"Ваши мысли путаются, когда сбивающая с толку магия Xera проникает в ваше сознание."
Your thoughts blur as Xera's confounding magic penetrates your being. The vortex applies 2 stacks of derangement.,"Ваши мысли путаются, когда сбивающая с толку магия Xera проникает в ваше сознание. Вихрь накладывает 2 стака derangement."
Your water spirit slams the ground and creates a wave that heals nearby allies.,"Ваш дух воды бьёт по земле и создает волну, исцеляющую союзников поблизости."
Your weapon skills that cost initiative refund initiative.,"Ваши оружейные навыки, требующие инициативы, возвращают инициативу."
Zane fires a hail of bullets in a cone that increases in size with each shot.,"Zane выпускает град пуль конусом, размер которого увеличивается с каждым выстрелом."
Zane fires a shot that bounces to the next closest foe on hit.,"Zane выпускает снаряд, который при попадании отскакивает к ближайшему врагу."
Zap enemies in the target area with electric beams.,Зарядить воду вокруг противника электричеством.
Zealot's Defense,Zealot's Defense
Zealot's Embrace,Zealot's Embrace
Zealot's Fire,Zealot's Fire
Zealot's Flame,Zealot's Flame
Zealot's Flurry,Zealot's Flurry
Zealous Benediction,Zealous Benediction
Zephyrite Sun Crystal,Zephyrite Sun Crystal
"Zommoros creates a bubble that heals allies, grants them protection, and cleanses their conditions.","Zommoros создает пузырь, который исцеляет союзников, даёт им протекцию и снимает состояния."
