english,translate
Complete events in the Crystal Desert region.,Завершайте события в регионе Crystal Desert.
Contest the capture point for  pulse.,Удерживайте точку захвата в течение  импульса.
Craft  masterwork item.,Создайте предмет мастерского качества.
Decapitate  head of the great jungle wurm in Bloodtide Coast.,Отсеките голову Great Jungle Wurm в Bloodtide Coast.
"Defeat  Branded, Destroyer, Icebrood, or Mordrem enemy.","Победите клейменого, разрушителя, ледяного выводка или мордема."
Defeat  Destroyer enemy in Mount Maelstrom.,Победите разрушителя в Горе Мальстрем.
Defeat  Flame Legion enemy in Iron Marches and Fireheart Rise.,Победите врагов Легиона Пламени в Железных Топях и Огненных сводах.
Defeat  Icebrood enemy in Frostgorge Sound.,Победите врагов ледяного выводка в Заливе Морозного Ущелья.
Defeat  Inquest enemy in Mount Maelstrom and Sparkfly Fen.,Победите врагов Инквеста в Горе Мальстрем и Топях Спаркфлай.
Defeat  Queen's Gauntlet boss in the Crown Pavilion during the Festival of the Four Winds with at least one gambit active.,Победите босса Перчатки Королевы в Павильоне Короны во время Фестиваля Четырех Ветров с активным хотя бы одним гамбитом.
Defeat  Queen's Gauntlet boss in the Crown Pavilion during the Festival of the Four Winds.,Победите босса Перчатки Королевы в Павильоне Короны во время Фестиваля Четырех Ветров.
Defeat  Queen's Gauntlet boss in the Crown Pavilion during the Festival of the Four Winds. This achievement can be completed once every year.,Победите босса Перчатки Королевы в Павильоне Короны во время Фестиваля Четырех Ветров. Это достижение можно выполнять раз в год.
Defeat  Queen's Gauntlet opponent.,Победите противника в Перчатке Королевы.
Defeat  Risen enemy in Mount Maelstrom and Sparkfly Fen.,Победите врагов из числа восставших в Горе Мальстрем и Топях Спаркфлай.
"Defeat  Risen enemy in the Straits of Devastation, Malchor's Leap, or Cursed Shore.","Победите врагов из числа восставших в Проливе Опустошения, Прыжке Мальчора или Проклятом берегу."
Defeat  Son of Svanir.,Победите Сына Сванира.
Defeat  archer or door breaker during Battle of Champion's Dusk rated matches.,Победите лучника или разрушителя ворот во время рейтинговых матчей Битвы за Закат Чемпиона.
"Defeat  centaur, Sons of Svanir, Inquest, Nightmare Court, or Flame Legion enemy.","Победите кентавра, Сына Сванира, Инквест, Nightmare Court или врага Легиона Пламени."
Defeat  enemy while defending your team's capture points during Battle of Kyhlo rated matches.,"Победите врага, защищая точки захвата вашей команды во время рейтинговых матчей Битвы при Кило."
Defeat  enemy while defending your team's capture points during Forest of Niflhel rated matches.,"Победите врага, защищая точки захвата вашей команды во время рейтинговых матчей Леса Нифльхель."
Defeat  enemy while defending your team's capture points during Legacy of the Foefire rated matches.,"Победите врага, защищая точки захвата вашей команды во время рейтинговых матчей Наследия Погибели."
Defeat  enemy while defending your team's capture points during Skyhammer rated matches.,"Победите врага, защищая точки захвата вашей команды во время рейтинговых матчей Небесного молота."
Defeat  enemy while defending your team's capture points during Spirit Watch rated matches.,"Победите врага, защищая точки захвата вашей команды во время рейтинговых матчей Духа Стража."
Defeat  enemy while defending your team's capture points during Temple of the Silent Storm rated matches.,"Победите врагов, защищая точки захвата вашей команды в рейтинговых матчах на карте Temple of the Silent Storm."
Defeat  enemy while defending your team's capture points during rated Djinn's Dominion matches.,"Победите врагов, защищая точки захвата вашей команды в рейтинговых матчах на карте Djinn's Dominion."
Defeat  enemy while defending your team's capture points during rated Eternal Coliseum matches.,"Победите врагов, защищая точки захвата вашей команды в рейтинговых матчах на карте Eternal Coliseum."
Defeat  enemy.,Победите врага.
"Defeat  grawl, hylek, dredge, or krait enemy.","Победите врагов из числа граулов, хилеков, дреджей или крэйтов."
Defeat  player during Battle of Champion's Dusk rated matches.,Победите игрока в рейтинговых матчах на карте Battle of Champion's Dusk.
Defeat  player during Battle of Kyhlo rated matches.,Победите игрока в рейтинговых матчах на карте Battle of Kyhlo.
Defeat  player during Djinn's Dominion rated matches.,Победите игрока в рейтинговых матчах на карте Djinn's Dominion.
Defeat  player during Eternal Coliseum rated matches.,Победите игрока в рейтинговых матчах на карте Eternal Coliseum.
Defeat  player during Forest of Niflhel rated matches.,Победите игрока в рейтинговых матчах на карте Forest of Niflhel.
Defeat  player during Legacy of the Foefire rated matches.,Победите игрока в рейтинговых матчах на карте Legacy of the Foefire.
Defeat  player during Revenge of the Capricorn rated matches.,Победите игрока в рейтинговых матчах на карте Revenge of the Capricorn.
Defeat  player during Skyhammer rated matches.,Победите игрока в рейтинговых матчах на карте Skyhammer.
Defeat  player during Spirit Watch rated matches.,Победите игрока в рейтинговых матчах на карте Spirit Watch.
Defeat  player during Sunjiang Backstreets rated matches.,Победите игрока в рейтинговых матчах на карте Sunjiang Backstreets.
Defeat  player during Temple of the Silent Storm rated matches.,Победите игрока в рейтинговых матчах на карте Temple of the Silent Storm.
Defeat Primordus and Jormag  time in the Dragonstorm encounter.,Победите Primordus и Jormag в ходе столкновения «Драконий шторм».
Defend  objective.,Защитите объект.
Destroy  bridge.,Уничтожьте мост.
Destroy  pulsating crystal node during the Shatterer battle.,Уничтожьте пульсирующий кристаллический узел во время битвы с Shatterer.
Destroy energy probes or investigate energy probe wreckage in  different map.,Уничтожьте энергетические зонды или исследуйте обломки энергетических зондов на разных картах.
Find  chamber in the Tower of Nightmares.,Найди камеру в Башне Кошмаров.
Find and hit / mushroom king hiding in the lower Tarnished Treetop.,"Найдите и используйте /mushroom king, прячущегося в нижней части Tarnished Treetop."
Find and open  buried bandit chest in the Silverwastes.,Найдите и откройте зарытый сундук бандитов в Silverwastes.
Find and open  buried locked chest in Challenger Cliffs.,Найдите и откройте зарытый запертый сундук в Challenger Cliffs.
"Find and open  buried locked chest in Prospect Valley, Dry Top.","Найдите и откройте зарытый запертый сундук в Prospect Valley, Dry Top."
Find and open  buried locked chest in Prospect Valley.,Найдите и откройте зарытый запертый сундук в Prospect Valley.
"Find and open  buried locked chest in the Treadrock Uplands, Uplands Oasis, or Unswept Uplands.","Найдите и откройте зарытый запертый сундук в Treadrock Uplands, Uplands Oasis или Unswept Uplands."
Glob of Destabilized Ectoplasm Used,Использован сгусток дестабилизированной эктоплазмы
Inject  dose of antitoxin to into the heart of the tower.,Введите дозу антитоксина в сердце башни.
Kill  bandit in the Crown Pavilion.,Убейте бандита в Crown Pavilion.
Kill  centaur in the Crown Pavilion.,Убейте кентавра в Crown Pavilion.
Kill  enemy player in rated arena games.,Убейте вражеского игрока в рейтинговых играх на арене.
Kill  enemy supply caravan.,Убейте вражеский караван снабжения.
Kill  enemy while defending your team's capture points during rated Revenge of the Capricorn matches.,"Убейте врага, защищая точки захвата вашей команды во время рейтинговых матчей Revenge of the Capricorn."
Kill  great jungle wurm egg before the larvae hatch.,"Убейте яйцо великого лесного червя до того, как вылупятся личинки."
Kill  ogre in the Crown Pavilion.,Убейте ogre в Crown Pavilion.
Kill  pirate in the Crown Pavilion.,Убейте пирата в Crown Pavilion.
Kill  player in PvP.,Убейте игрока в PvP.
Kill  player.,Убейте игрока.
Neutralize  enemy capture point during Battle of Kyhlo rated matches.,Нейтрализуйте вражескую точку захвата во время рейтинговых матчей на Battle of Kyhlo.
Neutralize  enemy capture point during Forest of Niflhel rated matches.,Нейтрализуйте вражескую точку захвата во время рейтинговых матчей на Forest of Niflhel.
Neutralize  enemy capture point during Legacy of the Foefire rated matches.,Нейтрализуйте вражескую точку захвата во время рейтинговых матчей на Legacy of the Foefire.
Neutralize  enemy capture point during Skyhammer rated matches.,Нейтрализуйте вражескую точку захвата во время рейтинговых матчей на Skyhammer.
Neutralize  enemy capture point during Spirit Watch rated matches.,Нейтрализуйте вражескую точку захвата во время рейтинговых матчей на Spirit Watch.
Neutralize  enemy capture point during Temple of the Silent Storm rated matches.,Нейтрализуйте вражескую точку захвата во время рейтинговых матчей на Temple of the Silent Storm.
Neutralize  enemy capture point during rated Djinn's Dominion matches.,Нейтрализуйте вражескую точку захвата во время рейтинговых матчей на Djinn's Dominion.
Neutralize  enemy capture point during rated Eternal Coliseum matches.,Нейтрализуйте вражескую точку захвата во время рейтинговых матчей на Eternal Coliseum.
Neutralize  enemy capture point during rated Revenge of the Capricorn matches.,Нейтрализуйте вражескую точку захвата во время рейтинговых матчей на Revenge of the Capricorn.
Open  Trick or Treat bag.,Откройте  Trick or Treat bag.
Open  Trick or Treat bags.,Откройте  Trick or Treat bags.
Open  tri-key chest in the Tower of Nightmares.,Откройте сундук с тремя ключами в Башне Кошмаров.
Place  powder keg at the base of the cobalt great jungle wurm.,Установите пороховой бочонок у основания кобальтового великого лесного змея.
Purchase  Kodan Supply Box at the Eye of the North.,Приобретите ящик с припасами Kodan в Оке Севера.
Purchase  Olmakhan Supply Box at the Eye of the North.,Приобретите ящик с припасами Olmakhan в Оке Севера.
Purchase  Skritt Supply Box at the Eye of the North.,Приобретите ящик с припасами Skritt в Оке Севера.
Purchase  Tengu Supply Box at the Eye of the North.,Приобретите ящик с припасами Tengu в Оке Севера.
Read field notes.,Прочитать полевые заметки.
Sandstorm Flush Hands Played,Сыграно рук в Sandstorm Flush
Soulbind  unique piece of asuran cultural armor.,Привяжите к душе уникальный элемент культурной брони асуров.
Soulbind  unique piece of charr cultural armor.,Привяжите к душе уникальный элемент культурной брони чарр.
Soulbind  unique piece of cultural armor.,Привяжите к душе уникальный элемент культурной брони.
Soulbind  unique piece of human cultural armor.,Привяжите к душе уникальный элемент культурной брони людей.
Soulbind  unique piece of norn cultural armor.,Привяжите к душе уникальный элемент культурной брони норнов.
Soulbind  unique piece of sylvari cultural armor.,Привяжите к душе уникальный элемент культурной брони сильвари.
Successfully complete  (Weekly) Convergence: Mount Balrior.,Успешно завершите (Еженедельно) Конвергенцию: Mount Balrior.
Successfully complete  unique Weekly Convergence: Mount Balrior with challenge mode active.,Успешно завершите уникальную еженедельную Конвергенцию: Mount Balrior с активным режимом испытания.
Successfully complete  unique Weekly Convergence: Outer Nayos with challenge mode active.,Успешно завершите уникальную еженедельную Конвергенцию: Outer Nayos с активным режимом испытания.
Successfully complete  weekly Convergence.,Успешно завершите еженедельную Конвергенцию.
Successfully escort  supply caravan.,Успешно сопроводите караван снабжения.
Summon  archer or door breaker during Battle of Champion's Dusk rated matches.,Призовите лучника или разрушителя дверей во время рейтинговых матчей «Битва за закат Чемпиона».
Summon and defeat / tarnished traitor.,Призовите и победите / оскверненного предателя.
Survive  chamber in the Tower of Nightmares.,Выживите в камере в Башне Кошмаров.
Transfer power to  jade lantern at points of interest in the Echovald Wilds. These lanterns will only appear after 100% map exploration.,Передайте энергию нефритовому фонарю в точках интереса в Echovald Wilds. Эти фонари появятся только после 100% исследования карты.
Transfer power to  jade lanterns at points of interest in Dragon's End. These lanterns will only appear after 100% map exploration.,Передайте энергию нефритовым фонарям в точках интереса в Dragon's End. Эти фонари появятся только после 100% исследования карты.
Transfer power to  jade lanterns at points of interest in New Kaineng City. These lanterns will only appear after 100% map exploration.,Передайте энергию нефритовым фонарям в точках интереса в New Kaineng City. Эти фонари появятся только после 100% исследования карты.
Transfer power to  jade lanterns at points of interest in Seitung Province. These lanterns will only appear after 100% map exploration.,Передайте энергию нефритовым фонарям в точках интереса в Seitung Province. Эти фонари появятся только после 100% исследования карты.
Transfer power to  lanterns at points of interest in Amnytas. These lanterns will only appear after 100% map exploration.,Передайте энергию фонарям в точках интереса в Amnytas. Эти фонари появятся только после 100% исследования карты.
Transfer power to  lanterns at points of interest in Skywatch Archipelago. These lanterns will only appear after 100% map exploration.,Передайте энергию фонарям в точках интереса в Skywatch Archipelago. Эти фонари появятся только после 100% исследования карты.
Transmute  item.,Трансмутируйте предмет.
Unlock  Fiery Dragon Slayer weapon skin in your wardrobe.,Разблокируйте облик оружия Fiery Dragon Slayer в своем гардеробе.
Unlock  Icy Dragon Slayer weapon skin in your wardrobe.,Разблокируйте облик оружия Icy Dragon Slayer в своем гардеробе.
Unlock all  Mad Realm weapon skin in your wardrobe.,Разблокируйте все облики оружия Mad Realm в своем гардеробе.
Win  match as an elementalist.,Победите в матче за элементалиста.
Win  match in PvP.,Победите в матче в PvP.
Win  rated arena game as a guardian.,Одержите победу в рейтинговой игре на арене за стража.
Win  rated arena game as a mesmer.,Одержите победу в рейтинговой игре на арене за месмера.
Win  rated arena game as a necromancer.,Одержите победу в рейтинговой игре на арене за некроманта.
Win  rated arena game as a ranger.,Одержите победу в рейтинговой игре на арене за рейнджера.
Win  rated arena game as a revenant.,Одержите победу в рейтинговой игре на арене за ревенанта.
Win  rated arena game as a thief.,Одержите победу в рейтинговой игре на арене за вора.
Win  rated arena game as a warrior.,Одержите победу в рейтинговой игре на арене за воина.
Win  rated arena game as an elementalist.,Одержите победу в рейтинговой игре на арене за элементалиста.
Win  rated arena game as an engineer.,Одержите победу в рейтинговой игре на арене за инженера.
Win  rated arena game.,Одержите победу в рейтинговой игре на арене.
Win  rated match in Djinn's Dominion.,Одержите победу в рейтинговом матче на карте Djinn's Dominion.
Win  rated match in Skyhammer.,Одержите победу в рейтинговом матче на карте Небесный молот.
Win  rated match in Spirit Watch.,Одержите победу в рейтинговом матче на карте Страж Духов.
Win  rated match in the Battle of Champion's Dusk.,Одержите победу в рейтинговом матче на карте Битва в Сумерках Чемпионов.
Win  rated match in the Battle of Kyhlo.,Одержите победу в рейтинговом матче на карте Битва при Кило.
Win  rated match in the Eternal Coliseum.,Одержите победу в рейтинговом матче на карте Eternal Coliseum.
Win  rated match in the Forest of Niflhel.,Одержите победу в рейтинговом матче на карте Лес Нифльхель.
Win  rated match in the Legacy of the Foefire.,Одержите победу в рейтинговом матче на карте Наследие Огненного Края.
Win  rated match in the Sunjiang Backstreets.,Одержите победу в рейтинговом матче на карте Задворки Суньцзян.
Win  rated match in the Temple of the Silent Storm.,Одержите победу в рейтинговом матче на карте Temple of the Silent Storm.
Win  rated match on Revenge of the Capricorn.,Одержите победу в рейтинговом матче на карте Месть Козерога.
of  Reward Skins Unlocked,из  разблокированных обликов наград
