english,translate
"This Steeltongue doesn't think ahead, does he? I mean, does he really think we'd be that easy to blow up?.","Этот Steeltongue не думает наперёд, да? В смысле, он правда думает, что нас так легко взорвать?"
This Toxic Alliance raised a huge plant tower in Kessex Hills to manufacture a debilitating hallucinogen. It made people's worst fears and memories seem to come to life. Very nasty stuff.,Этот Toxic Alliance воздвиг огромную растительную башню в Kessex Hills для производства изнуряющего галлюциногена. Он заставлял худшие страхи и воспоминания людей казаться реальностью. Очень мерзкая штука.
"This Trahearne's got some real power, doesn't he? Can't wait to see him go all-out.","У этого Trahearne есть реальная сила, верно? Жду не дождусь, когда он выложится на полную."
"This VAL-A golem is based on your design, but it's been radically altered.","Этот голем VAL-A основан на твоем проекте, но был радикально изменен."
"This Vigil soldier died from a fall, possibly retreating from a threat.","Этот солдат Vigil погиб при падении, возможно, отступая от угрозы."
"This White Mantle appears to have been crushed by the rubble surrounding the body. The man died recently, as the body has yet to show signs of decomposition.","Похоже, этот White Mantle был раздавлен обломками, окружающими тело. Человек умер недавно, так как на теле еще нет признаков разложения."
This Wintersday stuff isn't half bad. Are you doing okay?,
"This Zephyrite is armed and armored, as if part of some elite guard. There's blast powder and scorching on her body.","Этот Зефирит вооружен и облачен в доспехи, словно часть какой-то элитной стражи. На ее теле следы взрывчатого порошка и ожоги."
This adventure is unavailable until Terrill has tested his other weaponry.,
"This again? I expect this from Rytlock, but not from you. I am not a coward.",
This air... It is not friendly to your kind. Perhaps you could lend assistance?,"Этот воздух... Он недружелюбен к вашему виду. Возможно, вы могли бы помочь?"
This airship was disabled. We need to find working power cores to get her aloft and back into the fight.,"Этот дирижабль был выведен из строя. Нам нужно найти рабочие энергетические ядра, чтобы поднять его в воздух и вернуть в бой."
This alchemy set can be used to extract excretions from a frog.,Этот набор для алхимии можно использовать для извлечения выделений из лягушки.
This ale is for a feast! The grandest of feasts! Meatoberfest!,Этот эль для пира! Величайшего из пиров! Meatoberfest!
This ale is magnificent! Let's make the most of it. A toast! A toast to...to...uhh...I think I've had one too many. What should we drink to?,"Этот эль великолепен! Давайте возьмем от него всё. Тост! Тост за... за... э-э... кажется, я перебрал. За что нам выпить?"
This alliance provided her and her allies with weaponry they'd never have developed on their own. They combined Flame magic with the earth element skills of the dredge. Fire and earth.,"Этот союз обеспечил её и её союзников оружием, которое они никогда бы не создали самостоятельно. Они объединили магию огня с навыками управления стихией земли, которыми владеют dredge. Огонь и земля."
"This altar to the goddess Dwayna radiates with a vibrant, hopeful energy, making it an island of solace amidst the corrupion that has poisoned Orr.",
This amulet of Rissa's was able to summon more than just undead grubs. I don't like this.,"Этот амулет Rissa смог призвать нечто большее, чем просто личинок нежити. Мне это не нравится."
"This ancient painting depicts a volcanic event, but the lettering on the inscription is faded and unreadable.",
This animal appears malnourished and weak,Это животное выглядит истощенным и слабым.
This animal would prefer a different type of food.,Это животное предпочло бы другой корм.
This antistealth tower could esily be knocked back into alignment with a swift whack from your raptor's Tail Spin.,Эту башню антистелса можно легко вернуть в рабочее состояние быстрым ударом хвоста вашего раптора.
This antitoxin delivery device broke down before it could deliver its full dosage. There's some antitoxin left in its reservoir.,"Это устройство для доставки противоядия сломалось, не успев выпустить полную дозу. В резервуаре осталось немного противоядия."
"This appears to be a Raven totem exactly like the ones in Bjora Marches, though it does not respond to your touch, and the ambient magic within appears muted.",
"This appears to be a journal scrap dated 12 Colossus, 1327 AE.",
"This appears to be a journal scrap dated 13 Zephyr, 1329 AE.",
"This appears to be a journal scrap dated 16 Phoenix, 1325 AE.",
"This appears to be a journal scrap dated 26 Phoenix, 1325 AE.",
"This appears to be a journal scrap dated 27 Phoenix, 1326 AE.",
"This appears to be a journal scrap dated 48 Phoenix, 1327 AE.",
"This appears to be a journal scrap dated 52 Phoenix, 1327 AE.",
"This appears to be a journal scrap dated 65 Scion, 1326 AE.",
"This appears to be a journal scrap dated 7 Scion, 1325 AE.",
"This appears to be a journal scrap dated 73 Phoenix, 1328 AE.",
"This appears to be a journal scrap dated 83 Zephyr, 1328 AE.",
"This appears to be a journal scrap dated Scion, 1325 AE.",
"This appears to be a multiracial incarceration facility. Humans, jotun... Who else is being kept here?",
This appears to be a physical printout of a data log. You can make out Blish's name in the OWNER field.,
This appears to be a pot of bland tomato soup.,
"This appears to be a repository for information related to personnel and recruiting needs for Xunlai Jade, and many of the files are flagged confidential.",
"This appears to be a scrap from a journal dated 12 Phoenix, 1325 AE.",
"This appears to be a still, and from the smell of the liquid inside, likely used recently to heat a concoction of herbal remedies. There are small leaves at the bottom of the mixture.","Похоже, это перегонный куб, и, судя по запаху жидкости внутри, его, вероятно, недавно использовали для нагревания смеси травяных настоев. На дне смеси есть маленькие листья."
"This appears to be part of a watchknight schematic, with Scarlet's notes scrawled in the margins.","Похоже, это часть схемы часового рыцаря с заметками Scarlet, нацарапанными на полях."
This appears to be some kind of Inquest magitech energy container—it shares many similarities to the jade tech batteries employed by the Canthans.,"Похоже, это какой-то контейнер с магической энергией Inquest — он имеет много общего с батареями нефритовых технологий, используемыми Canthans."
"This appears to be some sort of altar, placed here with reverence. The candles on its surface burn with unnatural flames and smell vaguely of brimstone.","Похоже, это какой-то алтарь, установленный здесь с почтением. Свечи на его поверхности горят неестественным пламенем и слегка пахнут серой."
"This arcane magical object is riddled with esoteric symbols. It appears to have something to do with the thick, harmful fog barrier beyond, but its workings are wholly unclear.","Этот магический артефакт испещрен эзотерическими символами. Похоже, он связан с густым, вредоносным туманным барьером впереди, но принцип его работы совершенно неясен."
This area did turn out to be more infested with Orrians that I had imagined.,"Эта область оказалась куда сильнее заражена оррианцами, чем я предполагал."
This area is off limitsShould be off-limits until further notice.,Эта зона закрыта. До дальнейшего уведомления вход воспрещен.
This area is restricted to authorized personnel only. Project Horizon access required.,Эта зона доступна только для авторизованного персонала. Требуется доступ к проекту Horizon.
This area is secure. I'm signaling the Pact forces to begin their offensive.,Эта область зачищена. Я подаю сигнал силам Пакта начать наступление.
This area is too dangerous to go solo. Get more help and come talk to me when you've got some.,
This area was once peaceful and bountiful. The produce from the farms and the wine from my fields helped bring prosperity to the land.,Когда-то этот край был мирным и плодородным. Продукты с ферм и вино с моих полей помогали процветанию этих земель.
This area was rebuilt?,Эта область была перестроена?
"This area's secure. To the next, move!","Эта зона зачищена. К следующей, вперед!"
This arena is filled with fun tricks!,Эта арена полна забавных трюков!
This armor can't wait for battle. It is ready!,Эта броня не может дождаться битвы. Она готова!
This armor survived many Mordrem attacks. It is strong and dura...duril...won't break!,Эта броня пережила много атак Мордрема. Она сильная и проч... прочн... не сломается!
This arrangement seems good for everyone.,
This artifact once belonged to the Forgotten. The golden seal matches those from the Crystal Desert.,
"This assault stems from your own mind, your own insecurities. You must confront them if you are to overcome this.","Этот натиск исходит из твоего собственного разума, из твоей неуверенности. Ты должен противостоять им, если хочешь преодолеть это."
This assault won't be easy. I hope we know what we're doing.,"Эта атака будет непростой. Надеюсь, мы понимаем, что делаем."
This asura wears the typical red and black gear of the Inquest. The uniquely pungent aroma of rotting flesh fills the cavernous area.,Этот асура носит типичное красно-черное снаряжение Инквизиции. Уникальный едкий запах гниющей плоти наполняет эту пещеру.
This asuran storage crate is in surprisingly good shape for its surroundings.,
This attack against our stronghold chills me to the bone. We mustn't let the dragons defeat us.,Эта атака на нашу твердыню пробирает меня до костей. Мы не должны позволить драконам победить нас.
"This banner will mark you as part of the blue team, allowing you to fight other Mist warriors outside the Armistice Bastion walls.",
"This banner will mark you as part of the green team, allowing you to fight other Mist warriors outside the Armistice Bastion walls.",
"This banner will mark you as part of the red team, allowing you to fight other Mist warriors outside the Armistice Bastion walls.",
This barrel contains old rifle parts being recycled.,
"This barrel has been stuffed full of rolled-up documents, both new and old. There's no discernible order to the documents and no consistent subject, save for White Mantle involvement.","Эта бочка набита свернутыми документами, как новыми, так и старыми. В них нет никакого видимого порядка или единой темы, кроме участия Белой Мантии."
"This barrel has the Consortium logo, but the lid's on tight. It'll take a prying tool to open.",
"This base will belong to Iron, not Flame! Take out the enemy!","Эта база будет принадлежать Iron, а не Flame! Уничтожьте врага!"
"This basket contains a sack full of ashes. An inscription on the inside of the container claims the ashes belonged to Turai Ossa's son, Kunai.","В этой корзине мешок с пеплом. Надпись внутри контейнера гласит, что этот пепел принадлежал сыну Turai Ossa, Kunai."
"This basket is full of coconuts, likely collected by choya.",
This battery appears to have been modified from Xunlai Jade's design and emits a caustic red magical signature instead of the pleasing green hue of jade tech.,
"This battle is done, Champion, but our work isn't finished. Two Elder Dragons dying at once... I'm afraid Tyria will be deeply affected in the coming days. Brace yourself and be ready to act.","Битва окончена, Champion, но наша работа еще не завершена. Смерть двух Старших Драконов одновременно... Боюсь, Tyria сильно изменится в ближайшие дни. Соберись и будь готов действовать."
"This battle is lost, Quecuan. So is the village. Get your people out while you still can.","Эта битва проиграна, Quecuan. Как и деревня. Уводи своих людей, пока можешь."
This battle is over. We can triumph. But the war has just begun.,Эта битва окончена. Мы можем победить. Но война только началась.
This beast must be slain in the name of King Joko!,Этот зверь должен быть убит во имя короля Joko!
This beautifully illuminated scroll holds the text of a speech given by Master Exemplar Livia to the Shining Blade on the occasion of the destruction of Ascalon.,"Этот прекрасно иллюминированный свиток содержит текст речи, произнесенной Мастером-экземпляром Livia перед Сияющим Клинком по случаю разрушения Аскалона."
"This bedroll appears to have been here a while. It looks spoiled and worn from repeated use, probably by more than one person.","Похоже, этот спальный мешок лежит здесь уже давно. Он выглядит испорченным и изношенным от частого использования, вероятно, не одним человеком."
This bench looks...a little more beat up than the others.,"Эта скамья выглядит... немного более потрепанной, чем остальные."
This better be good.,Это должно быть что-то стоящее.
"This better be worth it, Mai.","Надеюсь, это того стоит, Mai."
"This better be worth it, Zizel...","Надеюсь, это того стоит, Zizel..."
This better mean I'm innocent because this isn't my color at all.,"Надеюсь, это значит, что я невиновен, потому что этот цвет мне совсем не идет."
This better pan out. Howl's out there somewhere.,"Надеюсь, это сработает. Howl где-то там."
This big hatch looks like it leads straight down to...the prototype.,"Этот большой люк, похоже, ведет прямо вниз к... прототипу."
"This big hatch looks like it leads straight down to...the prototype.""","Этот большой люк, похоже, ведет прямо вниз к... прототипу."
This blind cat mews hungrily.,
This bloodstone must have been larger than anyone imagined. What could have caused it to explode?,"Этот кровавый камень, должно быть, был больше, чем кто-либо мог представить. Что могло заставить его взорваться?"
This body has been decaying for several days. The surrounding tracks have been faded by the tidal waters.,
"This body, like the others, exhibits little sign of decay.",
This bonfire represents our victory over the Molten Alliance. A satisfying chorus of snaps and crackles fill the air.,
"This bonfire represents our victory over the Molten Alliance. A satisfying chorus of snaps and crackles fills the air, though there's something bittersweet about the smell.","Этот костер символизирует нашу победу над Molten Alliance. Воздух наполняет приятный треск пламени, хотя в запахе гари есть что-то горько-сладкое."
This book contains exhaustive details on the engineering and construction of the Merchanical Orchestra.,
"This book is most illuminating. It could, perhaps, use a little more spice, however. Surely, all that hard work to change the world... Well, that would enflame the passions, no?",
"This book's title is ""Good Gods: A Treatise on the Pecularities of Divinity"". The author emphasizes on the twinned nature of Lyssa and the ""dead"" or deposed gods, Abaddon and Dhuum.",
"This bottle is extremely old, and the contents appear to still be intact. The black thick liquid within can be seen through the grime coating the glass.",
"This bow appears to have been brought by one of the White Mantle. From the wear marks on the grip and the arrow shelf, you can tell it has seen a good amount of use.","Похоже, этот лук принес один из White Mantle. По следам износа на рукояти и полочке для стрел видно, что он был в активном использовании."
"This bowl is stained and caked with the remains of dried noodles and vegetables, which appear to have been consumed weeks ago. Something...greenish white grows along the rim.",
"This box has an override that forces an overload, a set of controls to shut down power, and a control to enter standby mode.","В этом ящике есть переключатель для принудительной перегрузки, набор элементов управления для отключения питания и кнопка перехода в режим ожидания."
This box is filled with various concoctions along with a list of descriptions from Zizel.,
"This branch would make a fine handle for a hammer, if you had something heavy to attach to it.","Эта ветка стала бы отличной рукоятью для молота, если бы у тебя было что-то тяжелое, чтобы прикрепить к ней."
This brave adventurer here has volunteered to join our SECRET PACT MISSION to recover that magic pearl.,"Этот храбрый искатель приключений вызвался присоединиться к нашей СЕКРЕТНОЙ МИССИИ ДОГОВОРА, чтобы вернуть ту магическую жемчужину."
This brave child fought back against the grawl. I will see this innocent avenged.,"Этот храбрый ребенок дал отпор grawl. Я добьюсь того, чтобы этот невинный был отомщен."
This brazier is frozen over. It will take a special fire to get it blazing again.,
This bridge isn't gonna fix itself. Let's get started.,Этот мост сам себя не починит. Давайте начнем.
"This brilliantly orchestrated raid, of course. With my guidance, my associates, the pirates, will get the most valuable art pieces in the mansion. They call it ""loot."" Cute, huh? Once it's in their hands, they're going to pay me a fortune!","Этот блестяще спланированный налет, конечно. Под моим руководством мои сообщники, пираты, получат самые ценные предметы искусства в особняке. Они называют это «добычей». Мило, правда? Как только она окажется у них в руках, они заплатят мне целое состояние!"
This broadcast station is currently locked down.,Эта станция вещания сейчас заблокирована.
"This broom lies on the ground next to where the sweeper mech has fallen, inert and inactive. The straw on the broom is worn thin and ragged, no doubt from futile attempts to clean the chaotic room.",
This builds up an appetite.,От этого разыгрывается аппетит.
This bullheaded cat mews hungrily.,
"This cage has seen a lot of use. The bars are worn and rusty, but appear sturdy.","Эта клетка видела многое. Прутья изношены и заржавели, но кажутся прочными."
This calls for a toast! To Kas and Jory!,За это стоит выпить! За Kas и Jory!
This calls for jubilation!,Это повод для ликования!
This camera appears to be broken.,"Похоже, эта камера сломана."
This camera captured nothing of interest.,Эта камера не зафиксировала ничего интересного.
This camera shows a group of skritt tampering with a nearby camera.,"Эта камера показывает группу скриттов, копающихся в соседней камере."
This camera shows a huge tiger stalking off to the east.,"Эта камера показывает огромного тигра, крадущегося на восток."
This camp will never take another comrade's life. Not after we're finished tearing it to the ground.,"Этот лагерь больше не отнимет ни одной жизни наших товарищей. Не после того, как мы сравняем его с землей."
This can't be good.,Ничего хорошего в этом нет.
This can't be good...,Ничего хорошего в этом нет...
This can't be happening... Please just let it all be a bad dream...,"Этого не может быть... Пожалуйста, пусть это будет просто дурной сон..."
"This can't be it... I can't... Sung, I failed. I failed you...","Этого не может быть... Я не могу... Sung, я подвел тебя. Я подвел тебя..."
This can't be real. Rytlock and Logan can't stomach each other.,
This can't be the Astralarium.,Это не может быть Astralarium.
This can't be who we are. Not again.,Мы не можем быть такими. Больше никогда.
This can't be...,Этого не может быть...
This cannot be... Eparch promised us this world!,Этого не может быть... Eparch обещал нам этот мир!
"This cannot go unanswered. These were proud, experienced soldiers, destined for greatness. They dreamed of someday facing the dragons.","Это не может остаться без ответа. Это были гордые, опытные солдаты, которым было суждено достичь величия. Они мечтали однажды сразиться с драконами."
This cannot stand! Our translocator is the clear winner here. It has a thousand and one uses—,Это недопустимо! Наш транслокатор — явный победитель. У него тысяча и одно применение...
This caravan needs extra protection! Please let me know if you can assist them.,"Этому каравану нужна дополнительная защита! Пожалуйста, дай знать, если сможешь им помочь."
This cart is filled with a collection of crystals from the Brand.,Эта тележка наполнена коллекцией кристаллов из Клейма.
This cart is filled with spare tent canopies and rigging.,Эта тележка заполнена запасными тентами и снаряжением.
"This carving is so simple, and effective. There are so many different cultures here in Cantha... So many cultures that have intermingled to create such an incredible synthesis. Inspiring.",
This casket is tarnished and dusty. It could use some sprucing up.,Этот ларец потускнел и покрылся пылью. Ему не помешала бы чистка.
"This cathedral is silent again. Let's keep it that way, people.","В этом соборе снова тишина. Давайте сохраним её, народ."
This cauldron can forge new life—incredible creatures beyond your wildest dreams! Yet you waste it!,
This cave is a disaster scene. We've got to do something!,Эта пещера — место катастрофы. Мы должны что-то сделать!
This cave is so dreary. Can you imagine living here? Maybe it was different back when the dwarves lived in Tyria...,"Эта пещера такая мрачная. Можешь представить, что здесь кто-то живет? Может, всё было иначе, когда дворфы жили в Tyria..."
"This cave might work as a holdout, though. The Mordant Crescent may not be used to fighting in close quarters...","Хотя эта пещера может подойти как убежище. Mordant Crescent, возможно, не привыкли сражаться в тесных помещениях..."
This celebration console is currently set to idle.,
This celebration. It's all...wrong.,Это празднование. Оно всё... неправильное.
"This cell contains piles of soiled garments. From far away, they don't appear to be tailored to fit a bipedal individual.",
"This cell's hardly big enough for one, and I've got two idiots clogging it up now? Ugh.","Эта камера едва вмещает одного, а теперь здесь торчат два идиота? Уф."
"This certainly is unusual, Commander. But since Joko's arrival, nothing here has been the same.","Это определенно необычно, Коммандир. Но с момента прибытия Joko здесь все изменилось."
This certainly wasn't the training exercise I had planned.,"Это определённо не та тренировка, которую я планировал."
This chamber looks quite similar to the last... Although those altars appear dormant.,Эта камера очень похожа на предыдущую... Хотя те алтари выглядят спящими.
"This chance will never come again, slight as it may be. We must strike.","Такой шанс больше не представится, каким бы малым он ни был. Мы должны нанести удар."
This changes everything!,Это все меняет!
This chest is closed but there are no locks. You must need a SECRET KEY and MINI BOMBS.,
This chest is empty.,
This chest is filled with clothes. They are likely disguises used to allow the cultists to hide in all ranks of civilized society.,"Этот сундук полон одежды. Вероятно, это маскировка, которую использовали культисты, чтобы скрываться во всех слоях цивилизованного общества."
This chest is locked by some remote Inquest data console.,
This chest is obviously old and well-worn. It would have been considered an antique even before the Searing! Looks like your key will fit the lock perfectly.,"Этот сундук явно старый и потрепанный. Он считался бы антиквариатом еще до Searing! Похоже, твой ключ идеально подойдет к замку."
This chest is protected by an element of the wild and won't open by normal means. Try furthering your training in its opposing essence manipulation.,
This chest is unlocked. Several containers filled with strange substances rest on top of it. The containers must be moved to open the chest.,"Этот сундук не заперт. Сверху стоят несколько контейнеров с какими-то странными веществами. Чтобы открыть сундук, их нужно убрать."
This chest looks unlocked. A chromatic light glistens along its edges.,Сундук выглядит незапертым. По его краям переливается хроматический свет.
This chest looks unlocked. But that smell...ugh!,Этот сундук выглядит незапертым. Но этот запах... фу!
"This chest smells faintly of exotic spices and mold, but there's nothing within of interest to anyone but the most dedicated scholar.",
This chest thrums with potential. Requires Red Prophet Crystals to open. Contains rewards from Strike Missions you have completed since last opening it.,
This chest thrums with potential. Use Green Prophet Crystals to open. Contains rewards from Strike Missions you have completed since last opening it.,
