english,translate
<c=@flavor>A perfect state in which the worst that could happen is already over...</c>,"<c=@flavor>Идеальное состояние, когда худшее, что могло случиться, уже позади...</c>"
<c=@flavor>A replica crafted to honor Eir's legend. It smells of elm and wolf fur.</c>,"<c=@flavor>Реплика, созданная в честь легенды Эйр. Пахнет вязом и волчьей шерстью.</c>"
<c=@flavor>Adorned with Bloodstone shards. Pulsing with magic.</c>,<c=@flavor>Украшено осколками Кровавого Камня. Пульсирует магией.</c>
<c=@flavor>And in his wake there was nothing but crystal and blood.</c>,"<c=@flavor>И после него не осталось ничего, кроме кристаллов и крови.</c>"
"<c=@flavor>And then he slept among the rolling hills. A mountain, he lingered there.</c>",<c=@flavor>И тогда он уснул среди холмов. Горой он остался там.</c>
<c=@flavor>And then there was nothing but dust and shadow.</c>,"<c=@flavor>И тогда не осталось ничего, кроме пыли и тени.</c>"
<c=@flavor>Around her neck its tendrils wrapped. She could feel no more.</c>,<c=@flavor>Её шею обвили его щупальца. Она больше ничего не чувствовала.</c>
"<c=@flavor>As always, you've left me nothing to mourn.</c>","<c=@flavor>Как всегда, ты не оставил мне ничего, о чём можно было бы скорбеть.</c>"
"<c=@flavor>As the shard impaled her, a scream flickered in his mind.</c>","<c=@flavor>Когда осколок пронзил её, в его сознании мелькнул крик.</c>"
"<c=@flavor>Before there was a ""them,"" there was nothing but swirling stars.</c>","<c=@flavor>До того, как появилось «они», не было ничего, кроме кружащихся звёзд.</c>"
<c=@flavor>Certainty is better than faith.</c>,<c=@flavor>Уверенность лучше веры.</c>
<c=@flavor>Cracks of lightning and dark clouds encompassed him like plated armor.</c>,"<c=@flavor>Трещины молний и тёмные облака окутали его, словно латные доспехи.</c>"
"<c=@flavor>Cycles within cycles, grinding everything to dust.</c>","<c=@flavor>Циклы внутри циклов, перемалывающие всё в пыль.</c>"
"<c=@flavor>Dismissed by many as a mere myth, this rare blade was long pursued by the heroes of ages past.</c>","<c=@flavor>Многими отвергаемый как простая миф, этот редкий клинок долгое время преследовался героями прошлых эпох.</c>"
"<c=@flavor>Don't panic, but I heard her—</c>","<c=@flavor>Не паникуйте, но я слышал её—</c>"
"<c=@flavor>Don't step out of the light, little one.</c>","<c=@flavor>Не выходи из света, малыш.</c>"
"<c=@flavor>Every wound, every tear; she felt them live. And die.</c>","<c=@flavor>Каждую рану, каждую слезу; она чувствовала их живыми. И умирающими.</c>"
"<c=@flavor>Few remain of these ancient weapons, crafted to honor a sacred power from distant lands. </c>","<c=@flavor>Немногие из этих древних клинков уцелели, выкованных в честь священной силы из далёких земель.</c>"
"<c=@flavor>Flawlessly cut amethyst capped with a smooth golden trim, this shield was the ultimate prize for soldiers of the past.</c>",<c=@flavor>Безупречно огранённый аметист в обрамлении гладкой золотой каймы — этот щит был высшей наградой для воинов прошлого.</c>
<c=@flavor>For members of the Eldvin Monastery Brew of the Month Club only.</c>,<c=@flavor>Только для членов клуба «Пиво месяца» монастыря Элдвин.</c>
<c=@flavor>Go on. I like to listen.</c>,<c=@flavor>Продолжай. Я люблю слушать.</c>
"<c=@flavor>Have I troubled you? Replace me, then.</c>",<c=@flavor>Я вас побеспокоил? Тогда замените меня.</c>
<c=@flavor>He made the most terrible sound.</c>,<c=@flavor>Он издал ужаснейший звук.</c>
"<c=@flavor>Her child reached out to me, to my mind. She was curious.</c>","<c=@flavor>Её дитя потянулось ко мне, к моему разуму. Она была любопытна.</c>"
"<c=@flavor>Her realm was cool and dark; not an empty darkness, but a soft one.</c>","<c=@flavor>Её царство было прохладным и тёмным; не пустой тьмой, а мягкой.</c>"
<c=@flavor>I am the curator of eternity's refuse.</c>,<c=@flavor>Я хранитель отбросов вечности.</c>
<c=@flavor>I can build a world out of the things you're too small to understand.</c>,"<c=@flavor>Я могу построить мир из вещей, которые ты слишком мал, чтобы понять.</c>"
<c=@flavor>I can touch it. It doesn't hurt.</c>,<c=@flavor>Я могу коснуться этого. Это не больно.</c>
<c=@flavor>I did as any mother would; I wept for them.</c>,<c=@flavor>Я поступила как любая мать; я оплакивала их.</c>
<c=@flavor>I didn't notice at first... Perhaps I wasn't looking.</c>,"<c=@flavor>Сначала я не заметил... Возможно, я не смотрел.</c>"
<c=@flavor>I don't want to feel it.</c>,<c=@flavor>Я не хочу чувствовать это.</c>
<c=@flavor>I have a purpose for everything you remember.</c>,"<c=@flavor>У меня есть цель для всего, что ты помнишь.</c>"
<c=@flavor>I never feared the possibility... I never feared anything.</c>,<c=@flavor>Я никогда не боялся возможности... Я никогда ничего не боялся.</c>
<c=@flavor>I no longer recognize myself without it...</c>,<c=@flavor>Я больше не узнаю себя без этого...</c>
"<c=@flavor>I outgrew them so quickly, she barely had time to mourn my departure...</c>","<c=@flavor>Я перерос их так быстро, что она едва успела оплакать мой уход...</c>"
"<c=@flavor>I saw it, in a dream. The great peace... It disgusted me.</c>",<c=@flavor>Я видел это во сне. Великий покой... Меня это тошнило.</c>
<c=@flavor>I see. You've embraced fatalism.</c>,<c=@flavor>Понятно. Ты принял фатализм.</c>
<c=@flavor>I thought I could go ahead. And you could—</c>,"<c=@flavor>Я думал, что смогу пойти вперёд. А ты мог—</c>"
"<c=@flavor>If all things have limits, where are mine...?</c>","<c=@flavor>Если у всего есть пределы, то где мои?..</c>"
"<c=@flavor>If this is what you are, be all of it.</c>","<c=@flavor>Если это то, что ты есть, будь этим полностью.</c>"
"<c=@flavor>In every domain, I adapt. I thrive.</c>",<c=@flavor>В каждом владении я адаптируюсь. Я процветаю.</c>
"<c=@flavor>In that final moment, he looked for her.</c>",<c=@flavor>В тот последний миг он искал её.</c>
"<c=@flavor>In that moment, she didn't look at me with fearful eyes.</c>",<c=@flavor>В тот момент она смотрела на меня не испуганными глазами.</c>
"<c=@flavor>In those final moments, she could see them. Some smiled.</c>",<c=@flavor>В те последние мгновения она видела их. Некоторые улыбались.</c>
"<c=@flavor>Innocent flickers of pure magic, they were. Innocent, but destined.</c>","<c=@flavor>Невинные вспышки чистой магии, они были. Невинные, но предназначенные.</c>"
<c=@flavor>It comforts you to believe that. I can wait.</c>,<c=@flavor>Тебя утешает вера в это. Я могу подождать.</c>
<c=@flavor>It flickers behind his eyes...devouring him.</c>,<c=@flavor>Оно мерцает за его глазами... пожирая его.</c>
"<c=@flavor>It is poison, yes... But they mean to kill you.</c>","<c=@flavor>Это яд, да... Но они хотят тебя убить.</c>"
"<c=@flavor>It is said that this staff was carried by Heleyne, one of the Envoys that served as shepherds of souls into the Mists.</c>","<c=@flavor>Говорят, что этот посох носила Хелейн, одна из Посланников, служивших проводниками душ в Туман.</c>"
"<c=@flavor>It reached the water, cooled, and stopped.</c>","<c=@flavor>Оно достигло воды, остыло и остановилось.</c>"
<c=@flavor>It ruins them in seconds and lingers while they scream.</c>,"<c=@flavor>Оно уничтожает их за секунды и задерживается, пока они кричат.</c>"
<c=@flavor>It slithered through her like a wurm in the jungle. It preyed on her.</c>,"<c=@flavor>Оно скользило сквозь неё, как червь в джунглях. Оно охотилось на неё.</c>"
<c=@flavor>It's gone. You unmade it. Why?</c>,<c=@flavor>Его нет. Ты уничтожил его. Зачем?</c>
<c=@flavor>It's not silent—you aren't listening closely.</c>,<c=@flavor>Оно не молчит — ты просто не слушаешь внимательно.</c>
"<c=@flavor>It's so delicate, but it repeats itself forever.</c>","<c=@flavor>Оно такое хрупкое, но повторяется вечно.</c>"
"<c=@flavor>It's still alive, do you see? I can undo it.</c>","<c=@flavor>Оно всё ещё живо, видишь? Я могу это отменить.</c>"
"<c=@flavor>It's time. Open the door. Now, walk outside.</c>",<c=@flavor>Пора. Открой дверь. Теперь выходи наружу.</c>
<c=@flavor>Its baleful flames glow brighter as the hour of Adelbern's curse draws near.</c>,<c=@flavor>Его зловещие языки пламени горят ярче по мере приближения часа проклятия Адельберна.</c>
<c=@flavor>Legend says that only the most dedicated smith could withstand the elements for the decade it took to craft this axe and its rival.</c>,"<c=@flavor>Легенда гласит, что только самый преданный кузнец мог выдержать стихии в течение десятилетия, которое потребовалось для создания этого топора и его соперника.</c>"
"<c=@flavor>Like all ruins, they become what they are, not what they held.</c>","<c=@flavor>Как и все руины, они становятся тем, что они есть, а не тем, что они хранили.</c>"
<c=@flavor>Living minds are obsessed with decisions they have no power to make...</c>,"<c=@flavor>Живые умы одержимы решениями, которые они не в силах принять...</c>"
"<c=@flavor>Long ago, heroes would bring proof of their exploits to the Battle Isles in hopes of claiming one of these weapons.</c>",<c=@flavor>Давным-давно герои приносили доказательства своих подвигов на Боевые острова в надежде получить одно из этого оружия.</c>
<c=@flavor>Mother.</c>,<c=@flavor>Мать.</c>
<c=@flavor>No. Only your stubborn solitude diminishes you.</c>,<c=@flavor>Нет. Только твоё упрямое одиночество умаляет тебя.</c>
"<c=@flavor>Noise is color: white, brown, red.</c>","<c=@flavor>Шум — это цвет: белый, коричневый, красный.</c>"
"<c=@flavor>Nothing grows where their corpses fell. No, not yet...</c>","<c=@flavor>Ничего не растёт там, где упали их тела. Нет, пока нет...</c>"
"<c=@flavor>Please, say something. Say anything.</c>","<c=@flavor>Пожалуйста, скажи что-нибудь. Скажи хоть что-нибудь.</c>"
"<c=@flavor>Pried from her cold, dead hands.</c>","<c=@flavor>Вырвано из её холодных, мёртвых рук.</c>"
<c=@flavor>She looked at him with waning eyes. He would be the last to leave her.</c>,"<c=@flavor>Она смотрела на него угасающим взглядом. Он будет последним, кто покинет её.</c>"
<c=@flavor>Small game wasn't enough. He craved more. He craved the fight.</c>,<c=@flavor>Мелкой дичи было недостаточно. Он жаждал большего. Он жаждал битвы.</c>
<c=@flavor>Soft growth needs armor. It should have been painless.</c>,<c=@flavor>Мягкий рост нуждается в броне. Должно было быть безболезненно.</c>
<c=@flavor>Some say this ghoul's other half can still be seen looking for their treasure.</c>,"<c=@flavor>Говорят, что вторую половину этого упыря всё ещё можно увидеть ищущей их сокровище.</c>"
<c=@flavor>Something happened to him down there.</c>,"<c=@flavor>С ним что-то случилось там, внизу.</c>"
<c=@flavor>Take it away from me.</c>,<c=@flavor>Забери это у меня.</c>
<c=@flavor>The circle gem goes in the circle socket.</c>,<c=@flavor>Круглый самоцвет вставляется в круглое гнездо.</c>
"<c=@flavor>The corruption of the ice dragon is strong, but you are stronger.</c>","<c=@flavor>Порча ледяного дракона сильна, но вы сильнее.</c>"
"<c=@flavor>The crazed god's lust for power was admirable, albeit misguided.</c>","<c=@flavor>Жажда власти безумного бога была похвальной, хоть и ошибочной.</c>"
"<c=@flavor>The further I reach, the more I understand.</c>","<c=@flavor>Чем дальше я тянусь, тем больше понимаю.</c>"
"<c=@flavor>The gates have fallen, the walls have crumbled...</c>","<c=@flavor>Врата пали, стены рухнули...</c>"
<c=@flavor>The goddess teaches that the appearance of power has a power all its own.</c>,"<c=@flavor>Богиня учит, что видимость силы сама по себе обладает силой.</c>"
<c=@flavor>The simplicity of living in ruins is that they are what you make of them.</c>,"<c=@flavor>Простота жизни среди руин в том, что они таковы, какими ты их делаешь.</c>"
<c=@flavor>The truth was...inevitable. And now they know.</c>,<c=@flavor>Правда была... неизбежна. И теперь они знают.</c>
<c=@flavor>Their vastness has endless potential...</c>,<c=@flavor>Их бескрайность таит в себе безграничный потенциал...</c>
<c=@flavor>There are stories of those who traversed the depths of the Underworld for this lightning-imbued bow hundreds of years ago</c>,"<c=@flavor>Ходят легенды о тех, кто сотни лет назад спускался в глубины Подземного мира за этим пропитанным молниями луком</c>"
<c=@flavor>There is no beauty here. It's obscene.</c>,<c=@flavor>Здесь нет красоты. Это отвратительно.</c>
<c=@flavor>These gloves glow with memories of dust and ectos.</c>,<c=@flavor>Эти перчатки светятся воспоминаниями о пыли и экто.</c>
<c=@flavor>They looked at her with those icy blue eyes. She disappointed them.</c>,<c=@flavor>Они смотрели на неё своими ледяными голубыми глазами. Она их разочаровала.</c>
"<c=@flavor>They tethered me to the world. Without them, I'd have floated away.</c>",<c=@flavor>Они привязывали меня к миру. Без них я бы уплыл.</c>
"<c=@flavor>They would know that she knew, and that scared her more than anything.</c>","<c=@flavor>Они узнают, что она знает, и это пугало её больше всего на свете.</c>"
"<c=@flavor>Think of the terror they all endured, and the wounds they tried to survive...</c>","<c=@flavor>Подумайте об ужасе, который они все пережили, и о ранах, которые они пытались пережить...</c>"
<c=@flavor>This ancient staff was thought lost in the fall of Quora Sum. Its tumbling sands count the hours left until impending doom. </c>,"<c=@flavor>Считалось, что этот древний посох был утерян при падении Кворы Сум. Его пересыпающиеся пески отсчитывают часы, оставшиеся до неминуемой гибели.</c>"
<c=@flavor>This did not come out quite as expected.<c>,"<c=@flavor>Получилось не совсем так, как ожидалось.<c>"
<c=@flavor>This elegant scepter was the most desired weapon amongst mesmers of the past.</c>,<c=@flavor>Этот элегантный скипетр был самым желанным оружием среди месмеров прошлого.</c>
<c=@flavor>This is your true calling. You feel it. You know it.</c>,<c=@flavor>Это твоё истинное призвание. Ты чувствуешь это. Ты знаешь это.</c>
<c=@flavor>This was said to be one of the most sought-after weapons in the Echovald Forest.</c>,"<c=@flavor>Говорят, это было одно из самых желанных оружий в Эховальдском лесу.</c>"
"<c=@flavor>Threatening yet elegant, this Canthan axe was the weapon of choice for Kurzick warriors.</c>","<c=@flavor>Угрожающий, но элегантный, этот кантанский топор был оружием выбора воинов курзков.</c>"
<c=@flavor>We can use anything that remains of you. Don't justify yourself with a purpose.</c>,"<c=@flavor>Мы можем использовать всё, что от тебя останется. Не оправдывайся целью.</c>"
"<c=@flavor>When her cheek hits the ground, she'll come to understand the cost of betrayal.</c>","<c=@flavor>Когда её щека коснется земли, она поймет цену предательства.</c>"
"<c=@flavor>When the birds sing, the rot sets in.</c>","<c=@flavor>Когда птицы поют, начинается гниение.</c>"
"<c=@flavor>When the egg hatched, she felt the world sigh.</c>","<c=@flavor>Когда яйцо вылупилось, она почувствовала, как мир вздохнул.</c>"
<c=@flavor>Why can't you come? Are you...trapped?</c>,<c=@flavor>Почему ты не можешь прийти? Ты... в ловушке?</c>
<c=@flavor>Why destroy something just to replace it?</c>,"<c=@flavor>Зачем разрушать что-то, чтобы заменить это?</c>"
<c=@flavor>You can't hear yourself think.</c>,<c=@flavor>Вы не слышите собственных мыслей.</c>
<c=@flavor>You can't make yourself ask them.</c>,<c=@flavor>Вы не можете заставить себя спросить их.</c>
<c=@flavor>You let this happen. Never forget that.</c>,<c=@flavor>Вы допустили это. Никогда не забывайте.</c>
"<c=@flavor>You must have known your history, to relive it over and over...</c>","<c=@flavor>Вы, должно быть, знали свою историю, чтобы переживать её снова и снова...</c>"
<c=@flavor>You wallow in entropy and call it renewal.</c>,<c=@flavor>Ты утопаешь в энтропии и называешь это обновлением.</c>
<c=@flavor>You were wrong... It's endless. I am endless.</c>,<c=@flavor>Ты ошибался... Она бесконечна. Я бесконечен.</c>
<c=@flavor>You wish you'd never known anything.</c>,<c=@flavor>Ты желаешь никогда ничего не знать.</c>
<c=@flavor>Your eyes lie—life is in eternal motion.</c>,<c=@flavor>Твои глаза лгут — жизнь вечно движется.</c>
<c=@reminder>Unlocked by purchasing from Lin in the Eastern Wilds area of Seitung Province.</c>,<c=@reminder>Разблокируется при покупке у Линь в области Восточные Пустоши провинции Сейтун.</c>
<c=@reminder>Unlocked by purchasing from Ukyo Seafeather in Arborstone.</c>,<c=@reminder>Разблокируется при покупке у Укё Морское Перо в Арборстоуне.</c>
Abaddon's Mask,Маска Абаддона
Abomination Axe,Топор Мерзости
Abomination Dagger,Кинжал Мерзости
Abomination Focus,Фокус Мерзости
Abomination Greatsword,Двуручный меч Мерзости
Abomination Longbow,Длинный лук Мерзости
Abomination Mace,Булава Мерзости
Abomination Pistol,Пистолет Мерзости
Abomination Rifle,Ружьё Мерзости
Abomination Scepter,Скипетр Мерзости
Abomination Shield,Щит Мерзости
Abomination Short Bow,Короткий лук Мерзости
Abomination Staff,Посох Мерзости
Abomination Sword,Меч Мерзости
Abomination Torch,Факел Мерзости
Abomination Warhorn,Боевой рог Мерзости
Abyss Stalker Axe,Топор «Сталкер Бездны»
Abyss Stalker Dagger,Кинжал «Сталкер Бездны»
Abyss Stalker Focus,Фокус «Сталкер Бездны»
Abyss Stalker Greatsword,Большой меч Странника Бездны
Abyss Stalker Hammer,Молот «Сталкер Бездны»
Abyss Stalker Longbow,Длинный лук «Сталкер Бездны»
Abyss Stalker Mace,Булава «Сталкер Бездны»
Abyss Stalker Pistol,Пистолет «Сталкер Бездны»
Abyss Stalker Rifle,Винтовка Преследователя Бездны
Abyss Stalker Scepter,Скипетр «Сталкер Бездны»
Abyss Stalker Shield,Щит «Сталкер Бездны»
Abyss Stalker Short Bow,Короткий лук «Сталкер Бездны»
Abyss Stalker Spear,Копьё «Сталкер Бездны»
Abyss Stalker Staff,Посох «Сталкер Бездны»
Abyss Stalker Sword,Меч «Сталкер Бездны»
Abyss Stalker Torch,Факел «Сталкер Бездны»
Abyss Stalker Warhorn,Рог войны Преследователя Бездны
Abyssal Fractal Axe,Топор Бездонного фрактала
Abyssal Fractal Dagger,Кинжал Бездонного фрактала
Abyssal Fractal Focus,Фокус Бездонного фрактала
Abyssal Fractal Greatsword,Двуручный меч Бездонного фрактала
Abyssal Fractal Hammer,Молот Бездонного фрактала
Abyssal Fractal Harpoon,Гарпун Бездонного фрактала
Abyssal Fractal Longbow,Длинный лук Бездонного фрактала
Abyssal Fractal Mace,Булава Бездонного фрактала
Abyssal Fractal Pistol,Пистолет Бездонного фрактала
Abyssal Fractal Rifle,Ружьё Бездонного фрактала
Abyssal Fractal Scepter,Скипетр Бездонного фрактала
Abyssal Fractal Shield,Щит Бездонного фрактала
Abyssal Fractal Short Bow,Короткий лук Бездонного фрактала
Abyssal Fractal Speargun,Гарпунное ружьё Бездонного фрактала
Abyssal Fractal Staff,Посох Бездонного фрактала
Abyssal Fractal Sword,Меч Бездонного фрактала
Abyssal Fractal Torch,Факел Бездонного фрактала
Abyssal Fractal Trident,Трезубец Бездонного фрактала
Abyssal Fractal Warhorn,Боевой рог Бездонного фрактала
Accelerated Edge Axe,Ускоренный топор с лезвием
Accelerated Edge Dagger,Ускоренный кинжал
Accelerated Edge Focus,Ускоренный фокус
Acclaimed Militia Chestpiece,Нагрудник прославленного ополчения
Acclaimed Militia Leggings,Поножи прославленного ополчения
Adept Boots,Сапоги адепта
Adept Epaulets,Эполеты адепта
Adept Gloves,Перчатки адепта
Adept Leggings,Поножи адепта
Adina's Nexus,Узел Адины
Adina's Rifle,Винтовка Адины
Adventurer's Scarf,Шарф искателя приключений
Adventurer's Spectacles,Очки искателя приключений
Aetherblade Heavy Legplates,Тяжёлые латные поножи Эфирных клинков
Aetherblade Heavy Warplate,Тяжёлый боевой панцирь Эфирных клинков
Aetherblade Medium Boots,Средние сапоги Эфирных клинков
Aetherblade Medium Leggings,Средние поножи Эфирных клинков
Aetherized Arsenite Greatsword,Эфирный арсенитовый двуручный меч
Aetherized Arsenite Hammer,Эфирный арсенитовый молот
Aetherized Arsenite Staff,Эфирный арсенитовый посох
Aetherized Dagger,Эфирный кинжал
Aetherized Focus,Эфирный фокус
Aetherized Greatsword,Эфирный двуручный меч
Aetherized Harpoon Gun,Эфирная гарпунная пушка
Aetherized Indigo Greatsword,Эфирный индиговый двуручный меч
Aetherized Indigo Hammer,Эфирный индиговый молот
Aetherized Indigo Staff,Эфирный индиговый посох
Aetherized Longbow,Эфирный длинный лук
Aetherized Mace,Эфирная булава
Aetherized Scepter,Эфирный скипетр
Aetherized Shield,Эфирный щит
Aetherized Short Bow,Эфирный короткий лук
Aetherized Spear,Эфирное копьё
Aetherized Staff,Эфирный посох
Aetherized Trident,Эфирный трезубец
Aetherized Vermilion Greatsword,Эфирный алый двуручный меч
Aetherized Vermilion Hammer,Эфирный алый молот
Aetherized Vermilion Staff,Эфирный алый посох
Aetherized Warhorn,Эфирный боевой рог
Air-Filtration Device,Устройство фильтрации воздуха
Alabaster Spider's Axe,Топор Алебастрового паука
Alabaster Spider's Dagger,Кинжал Алебастрового паука
Alabaster Spider's Focus,Фокус Алебастрового паука
Alabaster Spider's Greatsword,Двуручный меч Алебастрового паука
Alabaster Spider's Hammer,Молот Алебастрового паука
Alabaster Spider's Longbow,Длинный лук Алебастрового паука
Alabaster Spider's Mace,Булава Алебастрового паука
Alabaster Spider's Pistol,Пистолет Алебастрового паука
Alabaster Spider's Rifle,Ружьё Алебастрового паука
Alabaster Spider's Scepter,Скипетр Алебастрового паука
Alabaster Spider's Shield,Щит Алебастрового паука
Alabaster Spider's Short Bow,Короткий лук Алебастрового паука
Alabaster Spider's Spear,Копьё Алебастрового паука
Alabaster Spider's Staff,Посох Алебастрового паука
Alabaster Spider's Sword,Меч Алебастрового паука
Alabaster Spider's Torch,Факел Алебастрового паука
Alabaster Spider's Warhorn,Боевой рог Алебастрового паука
Alchemist Axe,Топор алхимика
Alchemist Dagger,Кинжал алхимика
Alchemist Focus,Фокус алхимика
Alchemist Greatsword,Большой меч алхимика
Alchemist Hammer,Молот алхимика
Alchemist Longbow,Длинный лук алхимика
Alchemist Mace,Булава алхимика
Alchemist Pistol,Пистолет алхимика
Alchemist Rifle,Винтовка алхимика
Alchemist Scepter,Скипетр алхимика
Alchemist Shield,Щит алхимика
Alchemist Short Bow,Короткий лук алхимика
Alchemist Staff,Посох алхимика
Alchemist Sword,Меч алхимика
Alchemist Torch,Факел алхимика
Alchemist Warhorn,Боевой рог алхимика
Amethyst Shield,Аметистовый щит
"An Ancient Boreal shield, crafted using materials found in Bjora Marches.","Древний бореальный щит, изготовленный из материалов, найденных в Бьорских Марках."
"An Ancient Boreal weapon, crafted using materials found in Bjora Marches.","Древнее бореальное оружие, изготовленное из материалов, найденных в Бьорских Марках."
Ancient Boreal Axe,Древний северный топор
Ancient Boreal Dagger,Древний северный кинжал
Ancient Boreal Focus,Древний северный фокус
Ancient Boreal Greatsword,Древний северный двуручный меч
Ancient Boreal Hammer,Древний северный молот
Ancient Boreal Longbow,Древний северный длинный лук
Ancient Boreal Mace,Древняя северная булава
Ancient Boreal Pistol,Древний северный пистолет
Ancient Boreal Rifle,Древнее северное ружьё
Ancient Boreal Scepter,Древний северный скипетр
Ancient Boreal Shield,Древний северный щит
Ancient Boreal Short Bow,Древний северный короткий лук
Ancient Boreal Staff,Древний бореальный посох
Ancient Boreal Sword,Древний северный меч
Ancient Boreal Torch,Древний северный факел
Ancient Boreal Warhorn,Древний северный боевой рог
Ancient Canthan Gambeson,Древний кантанский гамбезон
Ancient Canthan Gauntlets,Древние кантанские латные перчатки
Ancient Canthan Greaves,Древние кантанские наголенники
Ancient Canthan Helm,Древний кантанский шлем
Ancient Canthan Jacket,Древний кантанский жакет
Ancient Canthan Light Boots,Древние кантанские лёгкие сапоги
Ancient Canthan Light Gloves,Древние кантанские лёгкие перчатки
Ancient Canthan Light Helm,Древний кантанский лёгкий шлем
Ancient Canthan Light Leggings,Древние кантанские лёгкие поножи
Ancient Canthan Light Shoulderpads,Древние кантанские лёгкие наплечники
Ancient Canthan Medium Boots,Древние кантанские средние сапоги
Ancient Canthan Medium Gloves,Древние кантанские средние перчатки
Ancient Canthan Medium Helm,Древний кантанский средний шлем
Ancient Canthan Medium Leggings,Древние кантанские средние поножи
Ancient Canthan Medium Shoulderpads,Древние кантанские средние наплечники
Ancient Canthan Spaulders,Древние кантанские оплечья
Ancient Canthan Tassets,Древние кантанские набедренники
Ancient Canthan Tunic,Древняя кантанская туника
Ancient Kraken Cuirass,Кираса древнего кракена
Ancient Kraken Gauntlets,Латные перчатки древнего кракена
Ancient Kraken Greaves,Наголенники древнего кракена
Ancient Kraken Helmet,Шлем древнего кракена
Ancient Kraken Pauldrons,Наплечники древнего кракена
Ancient Kraken Tassets,Набедренники древнего кракена
Ancient Ritualist Cowl,Клобук древнего ритуалиста
Ancient Ritualist Gloves,Перчатки древнего ритуалиста
Ancient Ritualist Mantle,Накидка древнего ритуалиста
Ancient Ritualist Pants,Штаны древнего ритуалиста
Ancient Ritualist Shoes,Туфли древнего ритуалиста
Ancient Ritualist Vestments,Одеяния древнего ритуалиста
Ancient Tahkayun Boots,Сапоги древнего тахкаюна
Ancient Tahkayun Jerkin,Колет древнего тахкаюна
Ancient Tahkayun Leggings,Поножи древнего тахкаюна
Ancient Tahkayun Mask,Маска древнего тахкаюна
Ancient Tahkayun Shoulders,Наплечники древнего тахкаюна
Ancient Tahkayun Vambraces,Наручи древнего тахкаюна
Angler Hat,Шляпа рыболова
Angler Vest,Жилет рыболова
Annelid Rifle,Ружьё «Аннелид»
Apprentice Band,Кольцо ученика
Apprentice Gloves,Перчатки ученика
Aquarium Greatsword,Аквариумный большой меч
Arbiter Greatbow,Великий лук вершителя
Arborist Boots,Сапоги лесовода
Arborist Gloves,Перчатки лесовода
Arborist Helm,Шлем лесовода
Arborist Leggings,Поножи лесовода
Arborist Shoulderguards,Оплечья лесовода
Arcane Battlestaff,Тайный боевой посох
Arcane Marksman Pistol,Мистический пистолет стрелка
Arcane Marksman Rifle,Мистическая винтовка стрелка
Arcane Sigil Backpack,Мистический ранец с печатью
Arcane Spellweaver's Hat,Шляпа мистического ткача заклинаний
Archdemon Wings Backpack,Ранец «Крылья архидемона»
Archon Boots,Сапоги архонта
Archon Coat,Куртка архонта
Archon Gloves,Перчатки архонта
Archon Helm,Шлем архонта
Archon Leggings,Поножи архонта
Archon Shoulders,Наплечники архонта
Aristocrat's Epaulets,Эполеты аристократа
Aristocrat's Livery,Ливрея аристократа
Aristocrat's Masque,Полумаска аристократа
Aristocrat's Pants,Штаны аристократа
